geoAbb,seriesDate,dateLabel,item2,GovAgency,Business,CommNPO,BusNPO,GovAgencyStat,BusinessStat,CommNPOStat,BusNPOStat
AB,2023.5,2023 Q3,Coûts liés à l'assurance,0.037000000000000005,0.384,0.42700000000000005,0.228,B,B,D,E
BC,2023.5,2023 Q3,Coûts liés à l'assurance,NA,0.355,0.262,0.23199999999999998,NA,B,D,E
YT,2023.5,2023 Q3,Coûts liés à l'assurance,0,0.21899999999999997,0.21899999999999997,NA,A,B,E,NA
NT,2023.5,2023 Q3,Coûts liés à l'assurance,0,0.262,0.28300000000000003,0.095,A,B,D,B
NU,2023.5,2023 Q3,Coûts liés à l'assurance,0,0.24600000000000002,0.125,NA,A,B,C,NA
CA,2023.5,2023 Q3,Pénurie de main-d'œuvre,0.377,0.303,0.305,0.255,E,A,B,C
NL,2023.5,2023 Q3,Pénurie de main-d'œuvre,NA,0.344,0.21,NA,NA,B,C,NA
PE,2023.5,2023 Q3,Pénurie de main-d'œuvre,0.47200000000000003,0.319,0.21600000000000003,0.258,E,B,C,E
NS,2023.5,2023 Q3,Pénurie de main-d'œuvre,0.062,0.327,0.284,0.051,C,B,C,B
NB,2023.5,2023 Q3,Pénurie de main-d'œuvre,0.757,0.337,0.21899999999999997,NA,E,A,B,NA
QC,2023.5,2023 Q3,Pénurie de main-d'œuvre,NA,0.359,0.353,0.579,NA,A,C,E
ON,2023.5,2023 Q3,Pénurie de main-d'œuvre,0.163,0.27,0.33899999999999997,0.083,D,A,C,B
MB,2023.5,2023 Q3,Pénurie de main-d'œuvre,0.087,0.304,0.244,0.13,C,B,C,E
SK,2023.5,2023 Q3,Pénurie de main-d'œuvre,NA,0.301,0.2,0.22,NA,B,C,D
AB,2023.5,2023 Q3,Pénurie de main-d'œuvre,NA,0.237,0.29100000000000004,0.059000000000000004,NA,A,C,B
BC,2023.5,2023 Q3,Pénurie de main-d'œuvre,0.092,0.35100000000000003,0.24100000000000002,NA,D,B,C,NA
YT,2023.5,2023 Q3,Pénurie de main-d'œuvre,0.040999999999999995,0.337,0.5660000000000001,0.096,B,C,E,B
NT,2023.5,2023 Q3,Pénurie de main-d'œuvre,NA,0.39299999999999996,0.43700000000000006,0.055999999999999994,NA,C,D,B
NU,2023.5,2023 Q3,Pénurie de main-d'œuvre,0.591,0.41100000000000003,0.424,0,E,C,D,A
CA,2023.5,2023 Q3,Conservation d'employés qualifiés,0.595,0.26,0.344,0.256,E,A,B,C
NL,2023.5,2023 Q3,Conservation d'employés qualifiés,NA,0.284,0.18,0.165,NA,B,C,D
PE,2023.5,2023 Q3,Conservation d'employés qualifiés,0.39899999999999997,0.28300000000000003,0.21100000000000002,0.035,E,B,C,A
NS,2023.5,2023 Q3,Conservation d'employés qualifiés,0.114,0.226,0.285,0.10099999999999999,D,A,C,C
NB,2023.5,2023 Q3,Conservation d'employés qualifiés,NA,0.276,0.18600000000000003,0.21600000000000003,NA,A,B,E
QC,2023.5,2023 Q3,Conservation d'employés qualifiés,0.951,0.271,0.434,0.624,B,A,C,D
ON,2023.5,2023 Q3,Conservation d'employés qualifiés,0.245,0.24,0.32899999999999996,0.13,E,A,C,C
MB,2023.5,2023 Q3,Conservation d'employés qualifiés,0.102,0.247,0.225,0.008,C,A,C,A
SK,2023.5,2023 Q3,Conservation d'employés qualifiés,NA,0.244,0.23199999999999998,0.446,NA,A,C,E
AB,2023.5,2023 Q3,Conservation d'employés qualifiés,0.149,0.221,0.366,0.069,E,A,C,B
BC,2023.5,2023 Q3,Conservation d'employés qualifiés,0.136,0.33,0.376,NA,E,B,E,NA
YT,2023.5,2023 Q3,Conservation d'employés qualifiés,0.040999999999999995,0.255,0.23600000000000002,0.107,B,C,E,B
NT,2023.5,2023 Q3,Conservation d'employés qualifiés,NA,0.361,0.493,0.174,NA,C,D,E
NU,2023.5,2023 Q3,Conservation d'employés qualifiés,0.591,0.29600000000000004,0.525,0.24600000000000002,E,B,D,E
CA,2023.5,2023 Q3,Coûts liés à l'immobilier,0.28300000000000003,0.304,0.15,0.16899999999999998,E,A,A,C
NL,2023.5,2023 Q3,Coûts liés à l'immobilier,0.061,0.195,0.12300000000000001,0.022000000000000002,B,B,B,A
PE,2023.5,2023 Q3,Coûts liés à l'immobilier,0.10300000000000001,0.23399999999999999,0.05,0,B,B,A,A
NS,2023.5,2023 Q3,Coûts liés à l'immobilier,0,0.19699999999999998,0.111,0.065,A,A,B,B
NB,2023.5,2023 Q3,Coûts liés à l'immobilier,0.012,0.22699999999999998,0.15,NA,A,A,C,NA
QC,2023.5,2023 Q3,Coûts liés à l'immobilier,NA,0.266,0.18600000000000003,0.138,NA,A,C,D
ON,2023.5,2023 Q3,Coûts liés à l'immobilier,0.204,0.33399999999999996,0.16,0.057999999999999996,E,A,B,B
MB,2023.5,2023 Q3,Coûts liés à l'immobilier,NA,0.25,0.156,0.004,NA,A,C,A
SK,2023.5,2023 Q3,Coûts liés à l'immobilier,0.055,0.278,0.085,0.215,B,A,B,E
AB,2023.5,2023 Q3,Coûts liés à l'immobilier,0.004,0.28800000000000003,0.19899999999999998,0.17600000000000002,A,B,D,E
BC,2023.5,2023 Q3,Coûts liés à l'immobilier,0.048,0.34299999999999997,0.069,NA,C,B,B,NA
YT,2023.5,2023 Q3,Coûts liés à l'immobilier,0,0.121,0.021,0.171,A,B,A,E
NT,2023.5,2023 Q3,Coûts liés à l'immobilier,0,0.271,0.083,0.046,A,C,B,B
NU,2023.5,2023 Q3,Coûts liés à l'immobilier,0.215,0.19,0.149,0.035,C,B,D,A
CA,2023.5,2023 Q3,Coûts liés au transport,0.294,0.309,0.12,0.081,E,A,A,A
NL,2023.5,2023 Q3,Coûts liés au transport,NA,0.36,0.068,NA,NA,B,A,NA
PE,2023.5,2023 Q3,Coûts liés au transport,0.125,0.302,0.092,0.122,C,B,B,D
NS,2023.5,2023 Q3,Coûts liés au transport,0.154,0.35200000000000004,0.156,0.002,E,B,C,A
NB,2023.5,2023 Q3,Coûts liés au transport,0.092,0.36200000000000004,0.146,0.151,D,B,B,E
QC,2023.5,2023 Q3,Coûts liés au transport,NA,0.317,0.132,0.098,NA,A,B,B
ON,2023.5,2023 Q3,Coûts liés au transport,0.20600000000000002,0.292,0.11,0.049,E,A,B,B
MB,2023.5,2023 Q3,Coûts liés au transport,0.023,0.311,0.171,0.13,A,A,C,E
SK,2023.5,2023 Q3,Coûts liés au transport,0,0.29600000000000004,0.159,0.145,A,B,B,D
AB,2023.5,2023 Q3,Coûts liés au transport,0.004,0.34,0.11,0.038,A,B,B,A
BC,2023.5,2023 Q3,Coûts liés au transport,NA,0.303,0.109,0.055,NA,B,B,B
YT,2023.5,2023 Q3,Coûts liés au transport,0,0.221,0.171,NA,A,B,D,NA
NT,2023.5,2023 Q3,Coûts liés au transport,NA,0.272,0.27899999999999997,0.086,NA,C,D,B
NU,2023.5,2023 Q3,Coûts liés au transport,0,0.271,0.23,NA,A,B,C,NA
CA,2023.5,2023 Q3,Taux d'intérêt,0.16899999999999998,0.446,0.16399999999999998,0.08800000000000001,E,A,B,A
NL,2023.5,2023 Q3,Taux d'intérêt,NA,0.353,0.133,NA,NA,B,C,NA
PE,2023.5,2023 Q3,Taux d'intérêt,0.273,0.364,0.146,0.045,E,B,B,A
NS,2023.5,2023 Q3,Taux d'intérêt,0,0.373,0.185,0.162,A,B,C,D
NB,2023.5,2023 Q3,Taux d'intérêt,0,0.426,0.122,0.23199999999999998,A,B,B,E
QC,2023.5,2023 Q3,Taux d'intérêt,0.076,0.39,0.09699999999999999,0.106,C,A,B,B
ON,2023.5,2023 Q3,Taux d'intérêt,NA,0.496,0.159,0.046,NA,B,B,B
MB,2023.5,2023 Q3,Taux d'intérêt,0.023,0.396,0.152,0.042,A,B,B,B
SK,2023.5,2023 Q3,Taux d'intérêt,NA,0.44,0.11800000000000001,0.276,NA,B,B,E
AB,2023.5,2023 Q3,Taux d'intérêt,0.027000000000000003,0.425,0.287,0.049,B,B,D,A
BC,2023.5,2023 Q3,Taux d'intérêt,0.051,0.451,0.171,0.045,C,B,D,B
YT,2023.5,2023 Q3,Taux d'intérêt,0,0.376,0.066,0,A,C,C,A
NT,2023.5,2023 Q3,Taux d'intérêt,0,0.26,0.098,NA,A,C,C,NA
NU,2023.5,2023 Q3,Taux d'intérêt,0,0.22899999999999998,0.073,0.035,A,B,C,A
CA,2023.5,2023 Q3,Obtention de financement,0.009000000000000001,0.139,0.11900000000000001,0.16,A,A,A,C
NL,2023.5,2023 Q3,Obtention de financement,0.019,0.099,0.09300000000000001,0.061,A,A,B,B
PE,2023.5,2023 Q3,Obtention de financement,0,0.08900000000000001,0.102,0.07400000000000001,A,A,B,C
NS,2023.5,2023 Q3,Obtention de financement,0,0.08800000000000001,0.084,0.023,A,A,B,A
NB,2023.5,2023 Q3,Obtention de financement,0,0.091,0.11199999999999999,0.183,A,A,B,E
QC,2023.5,2023 Q3,Obtention de financement,0.015,0.121,0.32799999999999996,0.382,A,A,C,E
ON,2023.5,2023 Q3,Obtention de financement,0.003,0.159,0.051,0.003,A,A,A,A
MB,2023.5,2023 Q3,Obtention de financement,0.023,0.129,0.08,0.008,A,A,C,A
SK,2023.5,2023 Q3,Obtention de financement,0,0.098,0.08199999999999999,0.151,A,A,B,E
AB,2023.5,2023 Q3,Obtention de financement,0,0.12300000000000001,0.105,0.017,A,A,C,A
BC,2023.5,2023 Q3,Obtention de financement,0,0.155,0.057,NA,A,A,B,NA
YT,2023.5,2023 Q3,Obtention de financement,0,0.045,0.183,0.038,A,A,D,A
NT,2023.5,2023 Q3,Obtention de financement,0,0.07,0.133,0,A,A,C,A
NU,2023.5,2023 Q3,Obtention de financement,0,0.051,0.16399999999999998,0,A,A,D,A
CA,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0.09300000000000001,0.071,0.10800000000000001,0.14300000000000002,D,A,B,C
NL,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0.042,0.047,0.131,0.048,B,A,B,B
PE,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0.062,0.095,0.054000000000000006,0,B,A,A,A
NS,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0,0.087,0.12,0,A,A,B,A
NB,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0,0.051,0.122,0.115,A,A,B,E
QC,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,NA,0.092,0.141,0.239,NA,A,B,D
ON,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0.001,0.057999999999999996,0.106,NA,A,A,C,NA
MB,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0,0.059000000000000004,0.10800000000000001,0.01,A,A,B,A
SK,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0,0.046,0.037000000000000005,0.051,A,A,A,B
AB,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0,0.052000000000000005,0.031,0.031,A,A,A,A
BC,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0.011000000000000001,0.102,0.147,0.048,A,A,D,B
YT,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0,0.069,0.249,NA,A,B,D,NA
NT,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0.027999999999999997,0.017,0.237,0.105,A,A,D,B
NU,2023.5,2023 Q3,Pénurie d'espace ou d'équipement,0.7959999999999999,0.059000000000000004,0.40700000000000003,0,C,A,D,A
CA,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,0.33799999999999997,0.204,0.121,0.163,E,A,A,C
NL,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,0.061,0.138,0.10099999999999999,0.185,B,A,B,D
PE,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,0,0.107,0.153,0.006999999999999999,A,A,C,A
NS,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,0,0.113,0.15,0.009000000000000001,A,A,B,A
NB,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,0.006,0.135,0.12300000000000001,0.153,A,A,B,D
QC,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,NA,0.183,0.09,0.245,NA,A,B,D
ON,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,NA,0.23600000000000002,0.136,NA,NA,A,B,NA
MB,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,0,0.18,0.16,0.008,A,A,C,A
SK,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,0.12,0.154,0.09300000000000001,0.19399999999999998,C,A,B,E
AB,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,0.087,0.185,0.157,0.11900000000000001,D,A,C,C
BC,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,0.047,0.214,0.08199999999999999,0.033,C,A,B,A
YT,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,0,0.107,0.059000000000000004,0,A,B,C,A
NT,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,0,0.135,0.013000000000000001,0.172,A,B,A,E
NU,2023.5,2023 Q3,Difficulté à attirer de nouveaux clients,0,0.04,0,0,A,A,A,A
CA,2023.5,2023 Q3,Flux de trésorerie ou dette,0.003,0.22899999999999998,0.128,0.057999999999999996,A,A,A,A
NL,2023.5,2023 Q3,Flux de trésorerie ou dette,0,0.195,0.078,0.081,A,A,B,B
PE,2023.5,2023 Q3,Flux de trésorerie ou dette,0,0.172,0.17300000000000001,0.064,A,B,D,B
NS,2023.5,2023 Q3,Flux de trésorerie ou dette,0.04,0.17600000000000002,0.23800000000000002,0.08199999999999999,B,A,C,C
NB,2023.5,2023 Q3,Flux de trésorerie ou dette,0,0.174,0.18600000000000003,0.055999999999999994,A,A,C,B
QC,2023.5,2023 Q3,Flux de trésorerie ou dette,0,0.198,0.177,0.076,A,A,C,B
ON,2023.5,2023 Q3,Flux de trésorerie ou dette,0.003,0.266,0.122,0.018000000000000002,A,A,B,A
MB,2023.5,2023 Q3,Flux de trésorerie ou dette,0.011000000000000001,0.183,0.20800000000000002,0.11800000000000001,A,A,C,E
SK,2023.5,2023 Q3,Flux de trésorerie ou dette,0.133,0.16699999999999998,0.063,0.16399999999999998,C,A,A,E
AB,2023.5,2023 Q3,Flux de trésorerie ou dette,0,0.218,0.139,0.027999999999999997,A,A,C,A
BC,2023.5,2023 Q3,Flux de trésorerie ou dette,0.008,0.226,0.034,0.046,A,A,A,B
YT,2023.5,2023 Q3,Flux de trésorerie ou dette,0,0.217,0.066,0,A,C,C,A
NT,2023.5,2023 Q3,Flux de trésorerie ou dette,0,0.14,0.11599999999999999,0.11800000000000001,A,B,C,D
NU,2023.5,2023 Q3,Flux de trésorerie ou dette,0,0.134,0.207,0,A,B,D,A
CA,2023.5,2023 Q3,Fluctuations in demand,0.105,0.22399999999999998,0.09,0.054000000000000006,C,A,A,A
NL,2023.5,2023 Q3,Fluctuations in demand,0,0.179,0.096,NA,A,A,B,NA
PE,2023.5,2023 Q3,Fluctuations in demand,0,0.18,0.10400000000000001,0,A,A,C,A
NS,2023.5,2023 Q3,Fluctuations in demand,0,0.18,0.091,0.002,A,A,B,A
NB,2023.5,2023 Q3,Fluctuations in demand,0,0.191,0.054000000000000006,0.055,A,A,A,B
QC,2023.5,2023 Q3,Fluctuations in demand,0.005,0.21899999999999997,0.091,0.066,A,A,B,B
ON,2023.5,2023 Q3,Fluctuations in demand,NA,0.222,0.054000000000000006,0.043,NA,A,A,A
MB,2023.5,2023 Q3,Fluctuations in demand,0,0.184,0.026000000000000002,0.012,A,A,A,A
SK,2023.5,2023 Q3,Fluctuations in demand,0.040999999999999995,0.19,0.034,0.295,A,A,A,E
AB,2023.5,2023 Q3,Fluctuations in demand,NA,0.22899999999999998,0.16899999999999998,0.008,NA,A,C,A
BC,2023.5,2023 Q3,Fluctuations in demand,0.046,0.263,0.14300000000000002,0.05,C,B,C,B
YT,2023.5,2023 Q3,Fluctuations in demand,0,0.193,0.068,0.027000000000000003,A,C,C,A
NT,2023.5,2023 Q3,Fluctuations in demand,0,0.168,0.013000000000000001,0.086,A,B,A,B
NU,2023.5,2023 Q3,Fluctuations in demand,0,0.122,0.162,0,A,B,D,A
CA,2023.5,2023 Q3,Acquisition d'intrants au pays,0.198,0.14300000000000002,0.061,0.027999999999999997,E,A,A,A
NL,2023.5,2023 Q3,Acquisition d'intrants au pays,NA,0.21100000000000002,0.011000000000000001,NA,NA,B,A,NA
PE,2023.5,2023 Q3,Acquisition d'intrants au pays,0.126,0.17300000000000001,0.013999999999999999,0.008,E,B,A,A
NS,2023.5,2023 Q3,Acquisition d'intrants au pays,0,0.13699999999999998,0.078,0.004,A,A,B,A
NB,2023.5,2023 Q3,Acquisition d'intrants au pays,0.004,0.175,0.019,0.025,A,A,A,A
QC,2023.5,2023 Q3,Acquisition d'intrants au pays,NA,0.127,0.024,0.012,NA,A,A,A
ON,2023.5,2023 Q3,Acquisition d'intrants au pays,0.069,0.124,0.067,0.019,C,A,B,A
MB,2023.5,2023 Q3,Acquisition d'intrants au pays,NA,0.146,0.01,0.002,NA,A,A,A
SK,2023.5,2023 Q3,Acquisition d'intrants au pays,0.078,0.213,0.031,0.019,C,A,A,A
AB,2023.5,2023 Q3,Acquisition d'intrants au pays,0,0.17800000000000002,0.168,0.033,A,A,D,A
BC,2023.5,2023 Q3,Acquisition d'intrants au pays,0.075,0.155,0.027000000000000003,0.054000000000000006,C,A,A,B
YT,2023.5,2023 Q3,Acquisition d'intrants au pays,0,0.153,0.1,0.035,A,B,C,A
NT,2023.5,2023 Q3,Acquisition d'intrants au pays,NA,0.19399999999999998,0.022000000000000002,0,NA,B,A,A
NU,2023.5,2023 Q3,Acquisition d'intrants au pays,0.376,0.111,0.163,0,E,B,C,A
CA,2023.5,2023 Q3,Augmentation de la concurrence,0.264,0.201,0.025,0.11,E,A,A,C
NL,2023.5,2023 Q3,Augmentation de la concurrence,0,0.13699999999999998,0.013999999999999999,NA,A,A,A,NA
PE,2023.5,2023 Q3,Augmentation de la concurrence,0.126,0.15,0.027999999999999997,0,E,A,A,A
NS,2023.5,2023 Q3,Augmentation de la concurrence,0,0.122,0.05,0.004,A,A,A,A
NB,2023.5,2023 Q3,Augmentation de la concurrence,0,0.138,0.02,0.013999999999999999,A,A,A,A
QC,2023.5,2023 Q3,Augmentation de la concurrence,NA,0.155,0.019,0.11199999999999999,NA,A,A,C
ON,2023.5,2023 Q3,Augmentation de la concurrence,0,0.239,0.031,0.019,A,A,A,A
MB,2023.5,2023 Q3,Augmentation de la concurrence,0,0.195,0.008,0.003,A,A,A,A
SK,2023.5,2023 Q3,Augmentation de la concurrence,0.209,0.162,0.04,0.17,D,A,A,E
AB,2023.5,2023 Q3,Augmentation de la concurrence,0,0.19699999999999998,0.027999999999999997,0.021,A,A,A,A
BC,2023.5,2023 Q3,Augmentation de la concurrence,NA,0.207,0.011000000000000001,NA,NA,A,A,NA
YT,2023.5,2023 Q3,Augmentation de la concurrence,0,0.094,0,0,A,B,A,A
NT,2023.5,2023 Q3,Augmentation de la concurrence,0,0.132,0.096,0,A,B,C,A
NU,2023.5,2023 Q3,Augmentation de la concurrence,0,0.031,0.046,0,A,A,B,A
CA,2023.5,2023 Q3,Insuffisance de la demande,0.045,0.14400000000000002,0.036000000000000004,0.12,B,A,A,C
NL,2023.5,2023 Q3,Insuffisance de la demande,0,0.13,0.023,NA,A,A,A,NA
PE,2023.5,2023 Q3,Insuffisance de la demande,0,0.07400000000000001,0.12,0.006999999999999999,A,A,C,A
NS,2023.5,2023 Q3,Insuffisance de la demande,0,0.091,0.061,0.005,A,A,A,A
NB,2023.5,2023 Q3,Insuffisance de la demande,0,0.08800000000000001,0.065,0.053,A,A,B,B
QC,2023.5,2023 Q3,Insuffisance de la demande,0,0.136,0.039,0.16899999999999998,A,A,A,D
ON,2023.5,2023 Q3,Insuffisance de la demande,0.152,0.16399999999999998,0.015,NA,E,A,A,NA
MB,2023.5,2023 Q3,Insuffisance de la demande,0,0.09699999999999999,0.035,0.008,A,A,A,A
SK,2023.5,2023 Q3,Insuffisance de la demande,0,0.09699999999999999,0.038,0.027999999999999997,A,A,A,A
AB,2023.5,2023 Q3,Insuffisance de la demande,0,0.11800000000000001,0.059000000000000004,0.003,A,A,B,A
BC,2023.5,2023 Q3,Insuffisance de la demande,0,0.165,0.053,0.013000000000000001,A,A,B,A
YT,2023.5,2023 Q3,Insuffisance de la demande,0,0.08800000000000001,0,0,A,B,A,A
NT,2023.5,2023 Q3,Insuffisance de la demande,0,0.08800000000000001,0.013000000000000001,0.046,A,B,A,B
NU,2023.5,2023 Q3,Insuffisance de la demande,0,0.046,0,0,A,A,A,A
CA,2023.5,2023 Q3,Maintien des stocks,0.045,0.087,0.005,0.006,B,A,A,A
NL,2023.5,2023 Q3,Maintien des stocks,0.042,0.098,0.017,0,B,A,A,A
PE,2023.5,2023 Q3,Maintien des stocks,0,0.094,0.011000000000000001,0,A,A,A,A
NS,2023.5,2023 Q3,Maintien des stocks,0,0.067,0.006999999999999999,0,A,A,A,A
NB,2023.5,2023 Q3,Maintien des stocks,0,0.111,0.017,0.004,A,A,A,A
QC,2023.5,2023 Q3,Maintien des stocks,0.001,0.096,0.005,0.02,A,A,A,A
ON,2023.5,2023 Q3,Maintien des stocks,0.146,0.08800000000000001,0.004,0.004,E,A,A,A
MB,2023.5,2023 Q3,Maintien des stocks,0.063,0.08199999999999999,0.006,0,C,A,A,A
SK,2023.5,2023 Q3,Maintien des stocks,0,0.1,0.006,0.012,A,A,A,A
AB,2023.5,2023 Q3,Maintien des stocks,0,0.092,0.001,0.006999999999999999,A,A,A,A
BC,2023.5,2023 Q3,Maintien des stocks,0.001,0.067,0.008,0,A,A,A,A
YT,2023.5,2023 Q3,Maintien des stocks,0,0.081,0,0.034,A,A,A,A
NT,2023.5,2023 Q3,Maintien des stocks,0,0.092,0.022000000000000002,0,A,B,A,A
NU,2023.5,2023 Q3,Maintien des stocks,0.376,0.076,0.024,0,E,B,A,A
CA,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0.048,0.07200000000000001,0.016,0.013000000000000001,B,A,A,A
NL,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0.042,0.046,0.006,0,B,A,A,A
PE,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0,0.053,0.008,0,A,A,A,A
NS,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0,0.054000000000000006,0.053,0.004,A,A,B,A
NB,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0,0.064,0.013000000000000001,0,A,A,A,A
QC,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0,0.08199999999999999,0.006999999999999999,0.009000000000000001,A,A,A,A
ON,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0.14800000000000002,0.049,0.031,0.006,E,A,B,A
MB,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,NA,0.086,0,0.002,NA,A,A,A
SK,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0,0.08199999999999999,0.005,0.004,A,A,A,A
AB,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0.005,0.11,0.001,0.024,A,A,A,A
BC,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0.006999999999999999,0.085,0.005,0.040999999999999995,A,A,A,B
YT,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0,0.03,0,0,A,A,A,A
NT,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0.102,0.085,0,0,D,B,A,A
NU,2023.5,2023 Q3,Acquisition d'intrants à l'étranger,0,0.011000000000000001,0,0,A,A,A,A
CA,2023.5,2023 Q3,Défis liés à l'exportation,0.053,0.019,0.001,0.002,C,A,A,A
NL,2023.5,2023 Q3,Défis liés à l'exportation,0,0.006,0,0,A,A,A,A
PE,2023.5,2023 Q3,Défis liés à l'exportation,0,0.006,0,0,A,A,A,A
NS,2023.5,2023 Q3,Défis liés à l'exportation,0,0.016,0.001,0,A,A,A,A
NB,2023.5,2023 Q3,Défis liés à l'exportation,0,0.006999999999999999,0,0,A,A,A,A
QC,2023.5,2023 Q3,Défis liés à l'exportation,0,0.027999999999999997,0.003,0,A,A,A,A
ON,2023.5,2023 Q3,Défis liés à l'exportation,0,0.018000000000000002,0.001,0.005,A,A,A,A
MB,2023.5,2023 Q3,Défis liés à l'exportation,0,0.01,0,0.004,A,A,A,A
SK,2023.5,2023 Q3,Défis liés à l'exportation,0,0.01,0,0,A,A,A,A
AB,2023.5,2023 Q3,Défis liés à l'exportation,0,0.02,0,0,A,A,A,A
BC,2023.5,2023 Q3,Défis liés à l'exportation,NA,0.019,0,0,NA,A,A,A
YT,2023.5,2023 Q3,Défis liés à l'exportation,0,0.043,0,0,A,B,A,A
NT,2023.5,2023 Q3,Défis liés à l'exportation,0,0,0,0.053,A,A,A,B
NU,2023.5,2023 Q3,Défis liés à l'exportation,0,0,0,0,A,A,A,A
CA,2023.5,2023 Q3,Autre obstacle,0.001,0.023,0.033,0.017,A,A,A,A
NL,2023.5,2023 Q3,Autre obstacle,0,0.044000000000000004,0.040999999999999995,0,A,A,B,A
PE,2023.5,2023 Q3,Autre obstacle,0,0.018000000000000002,0.013999999999999999,0.059000000000000004,A,A,A,C
NS,2023.5,2023 Q3,Autre obstacle,0,0.01,0,0,A,A,A,A
NB,2023.5,2023 Q3,Autre obstacle,0,0.032,0.031,0.004,A,A,A,A
QC,2023.5,2023 Q3,Autre obstacle,0.001,0.024,0.003,0.001,A,A,A,A
ON,2023.5,2023 Q3,Autre obstacle,0.001,0.017,0.04,0.006999999999999999,A,A,B,A
MB,2023.5,2023 Q3,Autre obstacle,0,0.022000000000000002,0.032,0.006,A,A,B,A
SK,2023.5,2023 Q3,Autre obstacle,0,0.040999999999999995,0.019,0,A,A,A,A
AB,2023.5,2023 Q3,Autre obstacle,0,0.04,0.001,0.067,A,A,A,C
BC,2023.5,2023 Q3,Autre obstacle,0,0.016,0.1,0.035,A,A,C,B
YT,2023.5,2023 Q3,Autre obstacle,0,0.057,0,0.035,A,B,A,A
NT,2023.5,2023 Q3,Autre obstacle,0,0.037000000000000005,0.054000000000000006,0,A,B,B,A
NU,2023.5,2023 Q3,Autre obstacle,0,0.024,0,0,A,A,A,A
CA,2023.5,2023 Q3,Aucun,0.071,0.151,0.21,0.271,B,A,B,C
NL,2023.5,2023 Q3,Aucun,0.154,0.205,0.276,0.20600000000000002,D,A,C,D
PE,2023.5,2023 Q3,Aucun,0.128,0.19699999999999998,0.287,0.29,C,B,C,E
NS,2023.5,2023 Q3,Aucun,NA,0.184,0.212,0.6990000000000001,NA,A,C,E
NB,2023.5,2023 Q3,Aucun,0.131,0.183,0.36200000000000004,0.026000000000000002,D,A,C,A
QC,2023.5,2023 Q3,Aucun,0.026000000000000002,0.149,0.139,0.12300000000000001,A,A,B,B
ON,2023.5,2023 Q3,Aucun,0.019,0.14400000000000002,0.19899999999999998,NA,A,A,C,NA
MB,2023.5,2023 Q3,Aucun,NA,0.166,0.275,NA,NA,A,C,NA
SK,2023.5,2023 Q3,Aucun,NA,0.162,0.315,0.153,NA,A,C,C
AB,2023.5,2023 Q3,Aucun,0.063,0.188,0.24600000000000002,NA,C,A,D,NA
BC,2023.5,2023 Q3,Aucun,NA,0.12,0.213,0.098,NA,A,D,D
YT,2023.5,2023 Q3,Aucun,0.9590000000000001,0.254,0.196,NA,B,C,D,NA
NT,2023.5,2023 Q3,Aucun,0.226,0.19,0.107,0.19699999999999998,E,B,B,E
NU,2023.5,2023 Q3,Aucun,0.204,0.214,0.244,0.198,C,B,D,D
CA,2023.75,2023 Q4,Inflation,0.46,0.574,0.524,0.434,E,A,B,C
NL,2023.75,2023 Q4,Inflation,0.871,0.486,0.653,0.083,C,B,C,B
