,Group,Attribute,Year,QuestionNo,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
507,"Droit, plaidoyer et politique",Support cause,2013,nv_070,0.703991624,9.150206128,0.57743027,0.830552978,1263,Manque de temps,Barriers to volunteering by cause support,BC,
508,"Droit, plaidoyer et politique",Do not support cause,2013,nv_070,0.723008939,2.127622624,0.6927857,0.753232178,353,Manque de temps,Barriers to volunteering by cause support,AB,
509,"Droit, plaidoyer et politique",Support cause,2013,nv_070,0.730566315,10.38594609,0.581490068,0.879642562,864,Manque de temps,Barriers to volunteering by cause support,AB,
510,"Subventions, collecte de fonds",Do not support cause,2013,nv_070,0.728957607,1.005309904,0.714559514,0.7433557,2237,Manque de temps,Barriers to volunteering by cause support,CA,
511,"Subventions, collecte de fonds",Support cause,2013,nv_070,0.805181898,3.810747969,0.744897217,0.86546658,5144,Manque de temps,Barriers to volunteering by cause support,CA,
512,"Subventions, collecte de fonds",Do not support cause,2013,nv_070,0.70852421,1.923084148,0.681753756,0.735294663,632,Manque de temps,Barriers to volunteering by cause support,BC,
513,"Subventions, collecte de fonds",Support cause,2013,nv_070,0.74226646,8.76499665,0.614441892,0.870091028,1263,Manque de temps,Barriers to volunteering by cause support,BC,
514,"Subventions, collecte de fonds",Do not support cause,2013,nv_070,0.718822321,2.122575786,0.688845367,0.748799276,353,Manque de temps,Barriers to volunteering by cause support,AB,
515,"Subventions, collecte de fonds",Support cause,2013,nv_070,0.82261931,6.421218655,0.718838012,0.926400609,864,Manque de temps,Barriers to volunteering by cause support,AB,
516,International,Do not support cause,2013,nv_070,0.730371363,1.011812713,0.715852032,0.744890694,2237,Manque de temps,Barriers to volunteering by cause support,CA,
517,International,Support cause,2013,nv_070,0.796323304,5.189533485,0.715129949,0.877516659,5144,Manque de temps,Barriers to volunteering by cause support,CA,
518,International,Do not support cause,2013,nv_070,0.71143684,1.891781846,0.684993875,0.737879805,632,Manque de temps,Barriers to volunteering by cause support,BC,
519,International,Support cause,2013,nv_070,0.553653119,35.6932251,0.165389871,0.941916367,1263,Manque de temps,Barriers to volunteering by cause support,BC,…
520,International,Do not support cause,2013,nv_070,0.721613405,2.115529764,0.691619952,0.751606859,353,Manque de temps,Barriers to volunteering by cause support,AB,
521,International,Support cause,2013,nv_070,0.808906709,10.85739052,0.636352071,0.981461348,864,Manque de temps,Barriers to volunteering by cause support,AB,
522,Religion,Do not support cause,2013,nv_070,0.737366357,1.079000993,0.721734596,0.752998118,2237,Manque de temps,Barriers to volunteering by cause support,CA,
523,Religion,Support cause,2013,nv_070,0.707991881,2.252558632,0.67665851,0.739325252,5144,Manque de temps,Barriers to volunteering by cause support,CA,
524,Religion,Do not support cause,2013,nv_070,0.719867735,2.170852181,0.689164389,0.750571081,632,Manque de temps,Barriers to volunteering by cause support,BC,
525,Religion,Support cause,2013,nv_070,0.673980507,4.096650855,0.619733094,0.72822792,1263,Manque de temps,Barriers to volunteering by cause support,BC,
526,Religion,Do not support cause,2013,nv_070,0.731557944,2.088938108,0.701533356,0.761582531,353,Manque de temps,Barriers to volunteering by cause support,AB,
527,Religion,Support cause,2013,nv_070,0.652933233,7.728009132,0.553795464,0.752071002,864,Manque de temps,Barriers to volunteering by cause support,AB,
528,Entreprises et professionnels,Do not support cause,2013,nv_070,0.730540021,1.009238559,0.716054284,0.745025758,2237,Manque de temps,Barriers to volunteering by cause support,CA,
529,Entreprises et professionnels,Support cause,2013,nv_070,0.776605529,4.455834033,0.708617535,0.844593523,5144,Manque de temps,Barriers to volunteering by cause support,CA,
530,Entreprises et professionnels,Do not support cause,2013,nv_070,0.706596883,1.963865148,0.679333099,0.733860666,632,Manque de temps,Barriers to volunteering by cause support,BC,
531,Entreprises et professionnels,Support cause,2013,nv_070,0.801641323,7.52484538,0.683124386,0.92015826,1263,Manque de temps,Barriers to volunteering by cause support,BC,
532,Entreprises et professionnels,Do not support cause,2013,nv_070,0.724317079,2.088642545,0.694593878,0.754040281,353,Manque de temps,Barriers to volunteering by cause support,AB,
533,Entreprises et professionnels,Support cause,2013,nv_070,0.665907157,16.93375344,0.444358227,0.887456086,864,Manque de temps,Barriers to volunteering by cause support,AB,*
534,Autre,Do not support cause,2013,nv_070,0.730339779,1.011157743,0.715830474,0.744849084,2237,Manque de temps,Barriers to volunteering by cause support,CA,
535,Autre,Support cause,2013,nv_070,0.790186312,5.475349379,0.705181389,0.875191236,5144,Manque de temps,Barriers to volunteering by cause support,CA,
536,Autre,Do not support cause,2013,nv_070,0.710130693,1.931899232,0.683176552,0.737084834,632,Manque de temps,Barriers to volunteering by cause support,BC,
537,Autre,Support cause,2013,nv_070,0.681395743,13.77639292,0.496963147,0.865828339,1263,Manque de temps,Barriers to volunteering by cause support,BC,
538,Autre,Do not support cause,2013,nv_070,0.717476424,2.11775031,0.687623619,0.747329228,353,Manque de temps,Barriers to volunteering by cause support,AB,
539,Autre,Support cause,2013,nv_070,0.938496954,3.962285705,0.865436663,1.011557244,864,Manque de temps,Barriers to volunteering by cause support,AB,
540,Arts et culture,Do not support cause,2013,nv_080,0.124071608,4.630976937,0.112782809,0.135360408,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
541,Arts et culture,Support cause,2013,nv_080,0.15829003,15.24757051,0.110870531,0.205709528,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
542,Arts et culture,Do not support cause,2013,nv_080,0.117607971,9.397557122,0.095893239,0.139322703,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
543,Arts et culture,Support cause,2013,nv_080,0.204825736,23.9533623,0.108430904,0.301220567,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,*
544,Arts et culture,Do not support cause,2013,nv_080,0.103913699,10.96814153,0.081520889,0.126306509,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
545,Arts et culture,Support cause,2013,nv_080,0.104966567,36.31583145,0.030072101,0.179861033,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,…
546,Sport et loisir,Do not support cause,2013,nv_080,0.132095706,4.905773885,0.119363637,0.144827775,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
547,Sport et loisir,Support cause,2013,nv_080,0.108945052,9.451136409,0.088715127,0.129174978,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
548,Sport et loisir,Do not support cause,2013,nv_080,0.120440715,10.2242128,0.096246811,0.144634618,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
549,Sport et loisir,Support cause,2013,nv_080,0.127541545,15.86226887,0.087793138,0.167289951,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
550,Sport et loisir,Do not support cause,2013,nv_080,0.105874098,12.01352867,0.080884283,0.130863914,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
551,Sport et loisir,Support cause,2013,nv_080,0.097863143,21.56153238,0.056405794,0.139320492,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,*
552,Éducation et recherche,Do not support cause,2013,nv_080,0.130538926,4.693446155,0.118501472,0.142576379,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
553,Éducation et recherche,Support cause,2013,nv_080,0.110643015,9.997867468,0.088909293,0.132376738,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
554,Éducation et recherche,Do not support cause,2013,nv_080,0.13073878,9.302729259,0.106843201,0.154634358,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
555,Éducation et recherche,Support cause,2013,nv_080,0.087269047,24.749047,0.044834316,0.129703779,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,*
556,Éducation et recherche,Do not support cause,2013,nv_080,0.105464029,11.61876257,0.081388991,0.129539067,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
557,Éducation et recherche,Support cause,2013,nv_080,0.097286605,21.29517839,0.056582607,0.137990604,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,*
558,Universités et collèges,Do not support cause,2013,nv_080,0.124506643,4.258728225,0.114088862,0.134924423,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
559,Universités et collèges,Support cause,2013,nv_080,0.162076012,21.81073685,0.092622882,0.231529142,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,*
560,Universités et collèges,Do not support cause,2013,nv_080,0.118513086,9.131914249,0.097249776,0.139776396,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
561,Universités et collèges,Support cause,2013,nv_080,0.203163669,35.62171022,0.060975469,0.345351868,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,…
562,Universités et collèges,Do not support cause,2013,nv_080,0.108632221,10.61145489,0.085983883,0.131280558,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
563,Universités et collèges,Support cause,2013,nv_080,0.033872009,56.04884818,-0.003428125,0.071172142,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,…
564,Santé,Do not support cause,2013,nv_080,0.130967508,4.686643841,0.118908037,0.143026979,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
565,Santé,Support cause,2013,nv_080,0.096393657,13.3649677,0.071082086,0.121705229,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
566,Santé,Do not support cause,2013,nv_080,0.122891549,9.450655103,0.100073071,0.145710027,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
567,Santé,Support cause,2013,nv_080,0.117637003,22.46693097,0.065710336,0.169563669,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,*
568,Santé,Do not support cause,2013,nv_080,0.105608058,10.92835843,0.08293267,0.128283446,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
569,Santé,Support cause,2013,nv_080,0.092314369,30.48362593,0.037025377,0.147603361,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,*
570,Hôpitaux,Do not support cause,2013,nv_080,0.12714736,4.416292474,0.116115013,0.138179707,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
571,Hôpitaux,Support cause,2013,nv_080,0.11329373,18.83540497,0.071367716,0.155219745,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,*
572,Hôpitaux,Do not support cause,2013,nv_080,0.12331715,8.905708557,0.101739969,0.14489433,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
573,Hôpitaux,Support cause,2013,nv_080,0.103000655,40.83618547,0.020361114,0.185640196,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,…
574,Hôpitaux,Do not support cause,2013,nv_080,0.106359008,10.65960095,0.084083995,0.128634021,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
575,Hôpitaux,Support cause,2013,nv_080,0.060385249,56.0653871,-0.006131104,0.126901602,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,…
576,Services sociaux,Do not support cause,2013,nv_080,0.126004893,5.117639675,0.113335382,0.138674404,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
577,Services sociaux,Support cause,2013,nv_080,0.128072385,8.318407946,0.107140977,0.149003794,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
578,Services sociaux,Do not support cause,2013,nv_080,0.120558126,10.31921719,0.096115606,0.145000647,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
579,Services sociaux,Support cause,2013,nv_080,0.126754194,16.19617165,0.086419622,0.167088766,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
580,Services sociaux,Do not support cause,2013,nv_080,0.087332771,12.51054346,0.065866522,0.108799019,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
581,Services sociaux,Support cause,2013,nv_080,0.150693863,16.30914519,0.102406942,0.198980783,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
582,Environnement,Do not support cause,2013,nv_080,0.122078139,4.651555272,0.11092136,0.133234918,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
583,Environnement,Support cause,2013,nv_080,0.19356773,14.65884598,0.137818936,0.249316525,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
584,Environnement,Do not support cause,2013,nv_080,0.119689901,9.256353807,0.09792282,0.141456982,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
585,Environnement,Support cause,2013,nv_080,0.153927314,29.7895065,0.063836245,0.244018383,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,*
586,Environnement,Do not support cause,2013,nv_080,0.106254318,10.6851191,0.083947959,0.128560678,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
587,Environnement,Support cause,2013,nv_080,0.049297643,52.41898087,-0.001473562,0.100068847,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,…
588,Aménagement et logement,Do not support cause,2013,nv_080,0.124092304,4.536757958,0.113031335,0.135153274,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
589,Aménagement et logement,Support cause,2013,nv_080,0.149642169,14.21706531,0.107843092,0.191441247,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
590,Aménagement et logement,Do not support cause,2013,nv_080,0.118258643,9.326737572,0.09658832,0.139928966,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
591,Aménagement et logement,Support cause,2013,nv_080,0.161334294,24.84618136,0.082577309,0.24009128,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,*
592,Aménagement et logement,Do not support cause,2013,nv_080,0.101398187,11.20489873,0.079075788,0.123720586,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
593,Aménagement et logement,Support cause,2013,nv_080,0.141315178,31.58595423,0.053618013,0.229012343,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,*
594,"Droit, plaidoyer et politique",Do not support cause,2013,nv_080,0.126033985,4.386629341,0.115171696,0.136896274,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
595,"Droit, plaidoyer et politique",Support cause,2013,nv_080,0.137950108,20.11259478,0.083438011,0.192462205,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,*
596,"Droit, plaidoyer et politique",Do not support cause,2013,nv_080,0.125664597,8.867500976,0.103771009,0.147558184,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
597,"Droit, plaidoyer et politique",Support cause,2013,nv_080,0.030351984,82.49670244,-0.018843634,0.079547602,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,…
598,"Droit, plaidoyer et politique",Do not support cause,2013,nv_080,0.103588902,10.78414152,0.081640568,0.125537235,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
599,"Droit, plaidoyer et politique",Support cause,2013,nv_080,0.112331021,50.37982908,0.001142709,0.223519333,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,…
600,"Subventions, collecte de fonds",Do not support cause,2013,nv_080,0.126852204,4.442945445,0.11577904,0.137925369,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
601,"Subventions, collecte de fonds",Support cause,2013,nv_080,0.117689024,22.87020779,0.064806909,0.170571138,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,*
602,"Subventions, collecte de fonds",Do not support cause,2013,nv_080,0.118787556,8.780036131,0.098296234,0.139278879,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
603,"Subventions, collecte de fonds",Support cause,2013,nv_080,0.226967063,39.39187727,0.051307314,0.402626812,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,…
604,"Subventions, collecte de fonds",Do not support cause,2013,nv_080,0.105653846,10.78217195,0.083272082,0.128035609,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
605,"Subventions, collecte de fonds",Support cause,2013,nv_080,0.067421569,47.7712425,0.004141327,0.130701811,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,…
606,International,Do not support cause,2013,nv_080,0.126296796,4.402706307,0.115371963,0.137221628,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
607,International,Support cause,2013,nv_080,0.137788626,30.4396379,0.055383241,0.220194012,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,*
608,International,Do not support cause,2013,nv_080,0.123010803,8.810555224,0.101717194,0.144304412,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
609,International,Support cause,2013,nv_080,0.058391386,104.061029,-0.060990832,0.177773604,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,…
610,International,Do not support cause,2013,nv_080,0.103913719,10.68556468,0.08209782,0.125729618,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
611,International,Support cause,2013,nv_080,0.10748199,59.02368302,-0.017160107,0.232124086,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,…
612,Religion,Do not support cause,2013,nv_080,0.123567358,4.886408655,0.11170431,0.135430406,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
613,Religion,Support cause,2013,nv_080,0.138853663,9.879641228,0.111901026,0.1658063,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
614,Religion,Do not support cause,2013,nv_080,0.119607632,9.844431699,0.096473549,0.142741715,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
615,Religion,Support cause,2013,nv_080,0.131508626,16.85237847,0.087965642,0.175051609,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,*
616,Religion,Do not support cause,2013,nv_080,0.101388487,11.19106465,0.079095781,0.123681193,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
617,Religion,Support cause,2013,nv_080,0.126246903,31.53435307,0.048028778,0.204465028,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,*
618,Entreprises et professionnels,Do not support cause,2013,nv_080,0.126660908,4.345004944,0.115848172,0.137473645,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
619,Entreprises et professionnels,Support cause,2013,nv_080,0.121158275,27.07452819,0.056709195,0.185607355,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,*
620,Entreprises et professionnels,Do not support cause,2013,nv_080,0.12160374,9.081166088,0.09990716,0.143300321,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
621,Entreprises et professionnels,Support cause,2013,nv_080,0.142251885,41.77617785,0.025493125,0.259010645,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,…
622,Entreprises et professionnels,Do not support cause,2013,nv_080,0.104431677,10.63242928,0.08261606,0.126247294,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
623,Entreprises et professionnels,Support cause,2013,nv_080,0.077429177,52.97700046,-0.003163346,0.158021699,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,…
624,Autre,Do not support cause,2013,nv_080,0.127554476,4.366279224,0.116612142,0.138496809,6501,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,
625,Autre,Support cause,2013,nv_080,0.0818005,29.03828546,0.035131374,0.128469627,879,Coût financier du bénévolat,Barriers to volunteering by cause support,CA,*
626,Autre,Do not support cause,2013,nv_080,0.122197791,8.852158863,0.100945033,0.143450549,1658,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,
627,Autre,Support cause,2013,nv_080,0.125699167,50.51458092,0.000945909,0.250452424,237,Coût financier du bénévolat,Barriers to volunteering by cause support,BC,…
628,Autre,Do not support cause,2013,nv_080,0.102805045,10.83932405,0.080911334,0.124698755,1090,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,
629,Autre,Support cause,2013,nv_080,0.147164687,47.6512995,0.009386298,0.284943076,127,Coût financier du bénévolat,Barriers to volunteering by cause support,AB,…
630,Arts et culture,Do not support cause,2013,nv_090,0.516725695,1.614883844,0.500330972,0.533120418,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
631,Arts et culture,Support cause,2013,nv_090,0.477359715,6.903413542,0.412613797,0.542105634,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
632,Arts et culture,Do not support cause,2013,nv_090,0.529512251,2.938003764,0.49894678,0.560077723,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
633,Arts et culture,Support cause,2013,nv_090,0.470958827,11.93433241,0.360529655,0.581387998,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
634,Arts et culture,Do not support cause,2013,nv_090,0.509175666,3.336410588,0.475798468,0.542552864,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
635,Arts et culture,Support cause,2013,nv_090,0.428277033,15.94516018,0.294106726,0.562447341,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
636,Sport et loisir,Do not support cause,2013,nv_090,0.519314283,1.852280738,0.500415239,0.538213326,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
637,Sport et loisir,Support cause,2013,nv_090,0.496894185,3.261799096,0.46505046,0.52873791,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
638,Sport et loisir,Do not support cause,2013,nv_090,0.527473209,3.229228194,0.494007357,0.56093906,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
639,Sport et loisir,Support cause,2013,nv_090,0.523154709,5.915526799,0.462351527,0.583957891,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
640,Sport et loisir,Do not support cause,2013,nv_090,0.515142,3.614871227,0.47855536,0.551728641,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
641,Sport et loisir,Support cause,2013,nv_090,0.467004869,7.406987396,0.399042931,0.534966807,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
642,Éducation et recherche,Do not support cause,2013,nv_090,0.515495524,1.771030909,0.49755836,0.533432688,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
643,Éducation et recherche,Support cause,2013,nv_090,0.507626561,3.553169926,0.472189063,0.54306406,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
644,Éducation et recherche,Do not support cause,2013,nv_090,0.535922652,3.174928531,0.502492465,0.56935284,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
645,Éducation et recherche,Support cause,2013,nv_090,0.486865134,7.46721517,0.415436872,0.558293396,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
646,Éducation et recherche,Do not support cause,2013,nv_090,0.509743599,3.616023867,0.473528822,0.545958376,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
647,Éducation et recherche,Support cause,2013,nv_090,0.476402898,8.341723299,0.398324136,0.55448166,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
648,Universités et collèges,Do not support cause,2013,nv_090,0.509607692,1.648607811,0.493101151,0.526114233,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
649,Universités et collèges,Support cause,2013,nv_090,0.589600397,6.679513588,0.512224562,0.666976231,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
650,Universités et collèges,Do not support cause,2013,nv_090,0.52883886,2.902985192,0.498676111,0.559001609,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
651,Universités et collèges,Support cause,2013,nv_090,0.47312187,19.79123221,0.289151196,0.657092545,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,*
652,Universités et collèges,Do not support cause,2013,nv_090,0.503120501,3.393170447,0.469579159,0.536661842,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
653,Universités et collèges,Support cause,2013,nv_090,0.512834867,16.87766383,0.342778609,0.682891125,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,*
654,Santé,Do not support cause,2013,nv_090,0.512576845,1.779034604,0.494660636,0.530493054,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
655,Santé,Support cause,2013,nv_090,0.522954754,4.441002502,0.477325026,0.568584481,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
656,Santé,Do not support cause,2013,nv_090,0.522077247,3.104207388,0.490236135,0.55391836,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
657,Santé,Support cause,2013,nv_090,0.557984281,7.688370848,0.473697585,0.642270977,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
658,Santé,Do not support cause,2013,nv_090,0.500908246,3.466695623,0.466790791,0.535025702,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
659,Santé,Support cause,2013,nv_090,0.524003465,9.521077961,0.425981586,0.622025344,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
660,Hôpitaux,Do not support cause,2013,nv_090,0.512511098,1.628395906,0.496114037,0.528908159,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
661,Hôpitaux,Support cause,2013,nv_090,0.543455227,6.843514711,0.470384115,0.616526339,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
662,Hôpitaux,Do not support cause,2013,nv_090,0.529549923,2.946037061,0.498898696,0.560201149,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
663,Hôpitaux,Support cause,2013,nv_090,0.468188924,13.23661236,0.346430021,0.589947828,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
664,Hôpitaux,Do not support cause,2013,nv_090,0.500591228,3.351292714,0.467630383,0.533552073,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
665,Hôpitaux,Support cause,2013,nv_090,0.561348927,12.89002181,0.41918504,0.703512815,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
666,Services sociaux,Do not support cause,2013,nv_090,0.517196502,1.790536151,0.499001948,0.535391056,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
667,Services sociaux,Support cause,2013,nv_090,0.504093731,3.43263538,0.470096644,0.538090819,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
668,Services sociaux,Do not support cause,2013,nv_090,0.532127961,3.261863851,0.498025584,0.566230338,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
669,Services sociaux,Support cause,2013,nv_090,0.51116484,5.41585036,0.456773423,0.565556257,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
670,Services sociaux,Do not support cause,2013,nv_090,0.510334343,3.84483775,0.471783351,0.548885334,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
671,Services sociaux,Support cause,2013,nv_090,0.485134076,6.450451831,0.423651131,0.546617021,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
672,Environnement,Do not support cause,2013,nv_090,0.514557445,1.676004182,0.497613611,0.53150128,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
673,Environnement,Support cause,2013,nv_090,0.504089305,6.159477869,0.443085893,0.565092717,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
674,Environnement,Do not support cause,2013,nv_090,0.525501306,2.959360804,0.494946857,0.556055756,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
675,Environnement,Support cause,2013,nv_090,0.537018718,11.20379739,0.418807848,0.655229587,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
676,Environnement,Do not support cause,2013,nv_090,0.502503697,3.320512447,0.469720816,0.535286578,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
677,Environnement,Support cause,2013,nv_090,0.533166306,15.68547157,0.368856676,0.697475937,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
678,Aménagement et logement,Do not support cause,2013,nv_090,0.513494331,1.719346028,0.496148237,0.530840424,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
679,Aménagement et logement,Support cause,2013,nv_090,0.517825729,4.822346058,0.468763786,0.566887671,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
680,Aménagement et logement,Do not support cause,2013,nv_090,0.527353237,2.966663992,0.496615442,0.558091033,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
