geoAbb,seriesDate,dateLabel,busChar,item2,valIncrease,valSame,valDecrease,valNA,statusIncrease,statusSame,statusDecrease,statusNA
NT,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.39799999999999996,0.602,0,0,D,D,A,A
NT,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Rentabilité,0.069,0.345,0.158,0.428,C,D,D,D
NT,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.11199999999999999,0.539,0.192,0.157,C,D,D,C
NT,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Dépenses en capital,0.278,0.531,0.166,0.025,D,D,D,A
NT,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.28300000000000003,0.43799999999999994,0.122,0.157,D,D,D,C
NT,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Budget de marketing,0.028999999999999998,0.61,0.121,0.24,A,D,C,D
NT,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.084,0.29,0,0.627,B,D,A,D
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Nombre d'employés,0.11800000000000001,0.836,0.046,0,D,E,B,A
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Postes vacants,0.11800000000000001,NA,0.086,NA,D,NA,B,NA
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Ventes,0,0.33299999999999996,0.046,0.621,A,E,B,E
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Prix de vente,0,0.33,0,0.67,A,E,A,E
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Demande,0.128,NA,NA,0,C,NA,NA,A
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Importations,0,0,0,1,A,A,A,A
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Exportations,0,0,0.04,0.96,A,A,A,A
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Résultat opérationnel,0.125,NA,NA,0,E,NA,NA,A
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Dépenses opérationnelles,NA,NA,0.04,0,NA,NA,A,A
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Rentabilité,0.125,0.171,NA,NA,E,D,NA,NA
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.125,NA,NA,0.102,E,NA,NA,B
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Dépenses en capital,0.049,NA,0,NA,B,NA,A,NA
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0,NA,0,NA,A,NA,A,NA
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Budget de marketing,0.125,0.287,0.049,NA,E,E,B,NA
NT,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0,0.07200000000000001,0.04,0.888,A,C,A,C
NU,2023.5,2023 Q3,Institutions gouvernementales,Nombre d'employés,0.42100000000000004,0.579,0,0,E,E,A,A
NU,2023.5,2023 Q3,Institutions gouvernementales,Postes vacants,0,0.785,0.215,0,A,C,C,A
NU,2023.5,2023 Q3,Institutions gouvernementales,Ventes,0,0.581,0,0.419,A,E,A,E
NU,2023.5,2023 Q3,Institutions gouvernementales,Prix de vente,0.376,0.205,0,0.419,E,D,A,E
NU,2023.5,2023 Q3,Institutions gouvernementales,Demande,0.204,0.7959999999999999,0,0,C,C,A,A
NU,2023.5,2023 Q3,Institutions gouvernementales,Importations,0,0.205,0,0.795,A,D,A,D
NU,2023.5,2023 Q3,Institutions gouvernementales,Exportations,0,0.205,0,0.795,A,D,A,D
NU,2023.5,2023 Q3,Institutions gouvernementales,Résultat opérationnel,0.591,0.409,0,0,E,E,A,A
NU,2023.5,2023 Q3,Institutions gouvernementales,Dépenses opérationnelles,0.591,0.409,0,0,E,E,A,A
NU,2023.5,2023 Q3,Institutions gouvernementales,Rentabilité,0.215,0.581,0,0.204,C,E,A,C
NU,2023.5,2023 Q3,Institutions gouvernementales,Réserves de trésorerie,0,0.7959999999999999,0,0.204,A,C,A,C
NU,2023.5,2023 Q3,Institutions gouvernementales,Dépenses en capital,0,0.7959999999999999,0,0.204,A,C,A,C
NU,2023.5,2023 Q3,Institutions gouvernementales,Dépenses liées à la formation,0,0.42100000000000004,0.376,0.204,A,E,E,C
NU,2023.5,2023 Q3,Institutions gouvernementales,Budget de marketing,0,0.624,0,0.376,A,E,A,E
NU,2023.5,2023 Q3,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0,0.205,0,0.795,A,D,A,D
NU,2023.5,2023 Q3,Entreprises,Nombre d'employés,0.263,0.711,0.026000000000000002,0,B,C,A,A
NU,2023.5,2023 Q3,Entreprises,Postes vacants,0.125,0.725,0.061,0.09,B,B,A,A
NU,2023.5,2023 Q3,Entreprises,Ventes,0.249,0.6890000000000001,0.061,0,B,C,B,A
NU,2023.5,2023 Q3,Entreprises,Prix de vente,0.28,0.72,0,0,C,C,A,A
NU,2023.5,2023 Q3,Entreprises,Demande,0.187,0.7709999999999999,0.042,0,B,B,A,A
NU,2023.5,2023 Q3,Entreprises,Importations,0,0.3,0.013999999999999999,0.6859999999999999,A,B,A,B
NU,2023.5,2023 Q3,Entreprises,Exportations,0,0.193,0.011000000000000001,0.7959999999999999,A,B,A,B
NU,2023.5,2023 Q3,Entreprises,Résultat opérationnel,0.2,0.6920000000000001,0.10800000000000001,0,B,C,B,A
NU,2023.5,2023 Q3,Entreprises,Dépenses opérationnelles,0.439,0.5329999999999999,0.027999999999999997,0,C,C,A,A
NU,2023.5,2023 Q3,Entreprises,Rentabilité,0.141,0.71,0.149,0,B,B,B,A
NU,2023.5,2023 Q3,Entreprises,Réserves de trésorerie,0.10300000000000001,0.63,0.154,0.11199999999999999,B,C,B,B
NU,2023.5,2023 Q3,Entreprises,Dépenses en capital,0.12300000000000001,0.613,0.045,0.21899999999999997,B,C,A,B
NU,2023.5,2023 Q3,Entreprises,Dépenses liées à la formation,0.13699999999999998,0.657,0.01,0.196,B,C,A,C
NU,2023.5,2023 Q3,Entreprises,Budget de marketing,0.081,0.662,0.023,0.23399999999999999,B,B,A,B
NU,2023.5,2023 Q3,Entreprises,Dépenses liées à la recherche et au développement,0.024,0.446,0,0.53,A,C,A,C
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Nombre d'employés,0.142,0.79,0.068,0,B,C,C,A
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Postes vacants,0.09699999999999999,0.5670000000000001,0.193,0.14300000000000002,C,D,C,C
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Ventes,0.11199999999999999,0.537,0,0.35100000000000003,C,D,A,D
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Prix de vente,0.087,0.562,0,0.35100000000000003,C,D,A,D
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Demande,0.285,0.715,0,0,C,C,A,A
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Importations,0,0.047,0,0.953,A,B,A,B
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Exportations,0,0.017,0,0.983,A,A,A,A
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Résultat opérationnel,0.218,0.736,0.046,0,C,C,B,A
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.327,0.6729999999999999,0,0,D,D,A,A
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Rentabilité,0.145,0.312,0.122,0.42100000000000004,C,D,C,D
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.081,0.564,0.12300000000000001,0.23199999999999998,B,D,B,D
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Dépenses en capital,0.239,0.56,0.067,0.133,C,D,C,B
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.096,0.778,0,0.126,B,D,A,C
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Budget de marketing,0,0.342,0,0.6579999999999999,A,D,A,D
NU,2023.5,2023 Q3,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.06,0,0,0.94,B,A,A,B
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Nombre d'employés,NA,NA,0,0,NA,NA,A,A
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Postes vacants,0,0.349,NA,0.059000000000000004,A,E,NA,B
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Ventes,0,0.6679999999999999,0,0.332,A,E,A,E
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Prix de vente,NA,0.28,0,NA,NA,E,A,NA
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Demande,0.24,0.76,0,0,E,E,A,A
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Importations,0,0.244,0,0.7559999999999999,A,E,A,E
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Exportations,0,0.14,0.105,0.7559999999999999,A,D,D,E
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Résultat opérationnel,NA,NA,0,0,NA,NA,A,A
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Dépenses opérationnelles,NA,NA,0,0,NA,NA,A,A
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Rentabilité,0.035,0.665,0.035,0.264,A,E,A,E
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.21100000000000002,0.649,0.035,0.105,E,E,A,D
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Dépenses en capital,NA,0.204,0,0.268,NA,E,A,E
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.14,0.733,0,0.127,D,E,A,C
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Budget de marketing,0,0.732,0,0.268,A,E,A,E
NU,2023.5,2023 Q3,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0,NA,0,NA,A,NA,A,NA
CA,2023.75,2023 Q4,Institutions gouvernementales,Nombre d'employés,0.092,0.836,0.071,0,B,C,C,A
CA,2023.75,2023 Q4,Institutions gouvernementales,Postes vacants,0.011000000000000001,0.5589999999999999,0.139,0.29100000000000004,A,E,D,E
CA,2023.75,2023 Q4,Institutions gouvernementales,Ventes,0.10400000000000001,0.418,0.1,0.37799999999999995,C,E,C,E
CA,2023.75,2023 Q4,Institutions gouvernementales,Prix de vente,0.063,0.526,0,0.41100000000000003,B,E,A,E
CA,2023.75,2023 Q4,Institutions gouvernementales,Demande,0.503,0.455,0.042,0,E,E,A,A
CA,2023.75,2023 Q4,Institutions gouvernementales,Importations,0.015,0.107,0.042,0.835,A,C,B,C
CA,2023.75,2023 Q4,Institutions gouvernementales,Exportations,0.001,0.11900000000000001,0.003,0.878,A,C,A,C
CA,2023.75,2023 Q4,Institutions gouvernementales,Résultat opérationnel,0.081,0.863,0.055,0,B,C,B,A
CA,2023.75,2023 Q4,Institutions gouvernementales,Dépenses opérationnelles,0.465,0.53,0.005,0,E,E,A,A
CA,2023.75,2023 Q4,Institutions gouvernementales,Rentabilité,0.042,0.599,0.10400000000000001,0.255,B,E,B,D
CA,2023.75,2023 Q4,Institutions gouvernementales,Réserves de trésorerie,0.046,0.698,0.04,0.21600000000000003,B,D,A,D
CA,2023.75,2023 Q4,Institutions gouvernementales,Dépenses en capital,0.213,0.591,0.009000000000000001,0.188,D,E,A,D
CA,2023.75,2023 Q4,Institutions gouvernementales,Dépenses liées à la formation,0.129,0.624,0.006,0.24100000000000002,C,E,A,D
CA,2023.75,2023 Q4,Institutions gouvernementales,Budget de marketing,0.083,0.586,0.009000000000000001,0.32299999999999995,C,E,A,E
CA,2023.75,2023 Q4,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.012,0.39399999999999996,0.02,0.574,A,E,A,E
CA,2023.75,2023 Q4,Entreprises,Nombre d'employés,0.099,0.7859999999999999,0.115,0,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Postes vacants,0.055999999999999994,0.5529999999999999,0.077,0.314,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Ventes,0.162,0.616,0.221,0,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Prix de vente,0.248,0.675,0.078,0,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Demande,0.16699999999999998,0.611,0.223,0,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Importations,0.019,0.191,0.047,0.743,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Exportations,0.019,0.149,0.028999999999999998,0.8029999999999999,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Résultat opérationnel,0.17300000000000001,0.557,0.27,0,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Dépenses opérationnelles,0.42,0.489,0.091,0,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Rentabilité,0.094,0.529,0.377,0,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Réserves de trésorerie,0.07400000000000001,0.49700000000000005,0.35100000000000003,0.077,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Dépenses en capital,0.18,0.5720000000000001,0.10400000000000001,0.14400000000000002,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Dépenses liées à la formation,0.135,0.523,0.069,0.273,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Budget de marketing,0.125,0.54,0.092,0.244,A,A,A,A
CA,2023.75,2023 Q4,Entreprises,Dépenses liées à la recherche et au développement,0.065,0.32,0.057,0.5579999999999999,A,A,A,A
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Nombre d'employés,0.17600000000000002,0.768,0.055999999999999994,0,B,B,A,A
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Postes vacants,0.045,0.517,0.075,0.36200000000000004,A,B,A,B
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Ventes,0.081,0.359,0.065,0.496,A,B,A,B
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Prix de vente,0.071,0.38,0.006,0.542,A,B,A,B
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Demande,0.322,0.596,0.08199999999999999,0,B,B,A,A
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Importations,0.003,0.09,0.009000000000000001,0.898,A,A,A,A
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Exportations,0.002,0.054000000000000006,0.008,0.937,A,A,A,A
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Résultat opérationnel,0.187,0.688,0.126,0,A,B,A,A
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.40700000000000003,0.56,0.032,0,B,B,A,A
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Rentabilité,0.033,0.409,0.145,0.413,A,B,A,B
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.059000000000000004,0.584,0.18899999999999997,0.16899999999999998,A,B,A,B
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Dépenses en capital,0.17,0.5539999999999999,0.053,0.22399999999999998,B,B,A,B
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.12300000000000001,0.5920000000000001,0.02,0.264,A,B,A,B
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Budget de marketing,0.09699999999999999,0.495,0.036000000000000004,0.37200000000000005,A,B,A,B
CA,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.035,0.209,0.028999999999999998,0.727,A,A,A,A
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Nombre d'employés,0.25,0.711,0.039,0,D,D,A,A
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Postes vacants,0.038,0.5720000000000001,0.10099999999999999,0.289,A,C,B,C
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Ventes,0.147,0.396,0.040999999999999995,0.41600000000000004,D,C,A,C
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Prix de vente,0.18899999999999997,0.36200000000000004,0.008,0.441,D,C,A,C
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Demande,0.374,0.593,0.033,0,D,D,A,A
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Importations,0.009000000000000001,0.11699999999999999,0.003,0.871,A,B,A,B
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Exportations,0.005,0.091,0.02,0.883,A,A,A,B
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Résultat opérationnel,0.213,0.635,0.152,0,D,D,B,A
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.424,0.54,0.036000000000000004,0,C,C,A,A
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Rentabilité,0.124,0.428,0.193,0.255,D,C,C,C
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.247,0.495,0.136,0.122,D,C,B,B
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Dépenses en capital,0.215,0.488,0.071,0.226,D,C,B,C
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.259,0.5870000000000001,0.022000000000000002,0.132,D,C,A,B
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Budget de marketing,0.255,0.484,0.033,0.228,D,C,A,C
CA,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0.16699999999999998,0.308,0.019,0.506,D,C,A,C
NL,2023.75,2023 Q4,Institutions gouvernementales,Nombre d'employés,NA,NA,0,0,NA,NA,A,A
NL,2023.75,2023 Q4,Institutions gouvernementales,Postes vacants,NA,0.242,0.023,NA,NA,E,A,NA
NL,2023.75,2023 Q4,Institutions gouvernementales,Ventes,NA,NA,0,0.111,NA,NA,A,C
NL,2023.75,2023 Q4,Institutions gouvernementales,Prix de vente,NA,NA,0,0.111,NA,NA,A,C
NL,2023.75,2023 Q4,Institutions gouvernementales,Demande,NA,NA,0.10300000000000001,0,NA,NA,C,A
NL,2023.75,2023 Q4,Institutions gouvernementales,Importations,0,NA,0,NA,A,NA,A,NA
NL,2023.75,2023 Q4,Institutions gouvernementales,Exportations,0,NA,0,NA,A,NA,A,NA
NL,2023.75,2023 Q4,Institutions gouvernementales,Résultat opérationnel,0,1,0,0,A,A,A,A
NL,2023.75,2023 Q4,Institutions gouvernementales,Dépenses opérationnelles,NA,NA,0.027999999999999997,0,NA,NA,A,A
NL,2023.75,2023 Q4,Institutions gouvernementales,Rentabilité,0,0.753,0,0.247,A,E,A,E
NL,2023.75,2023 Q4,Institutions gouvernementales,Réserves de trésorerie,0,0.884,0.033,0.083,A,C,A,C
NL,2023.75,2023 Q4,Institutions gouvernementales,Dépenses en capital,0.033,NA,NA,0.06,A,NA,NA,C
NL,2023.75,2023 Q4,Institutions gouvernementales,Dépenses liées à la formation,0.033,0.9390000000000001,0.027999999999999997,0,A,B,A,A
NL,2023.75,2023 Q4,Institutions gouvernementales,Budget de marketing,0,0.9670000000000001,0,0.033,A,A,A,A
NL,2023.75,2023 Q4,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0,NA,0,NA,A,NA,A,NA
NL,2023.75,2023 Q4,Entreprises,Nombre d'employés,0.081,0.7609999999999999,0.158,0,A,A,A,A
NL,2023.75,2023 Q4,Entreprises,Postes vacants,0.065,0.5720000000000001,0.09300000000000001,0.26899999999999996,A,B,A,A
NL,2023.75,2023 Q4,Entreprises,Ventes,0.14300000000000002,0.632,0.225,0,A,B,A,A
NL,2023.75,2023 Q4,Entreprises,Prix de vente,0.28800000000000003,0.654,0.057999999999999996,0,A,A,A,A
NL,2023.75,2023 Q4,Entreprises,Demande,0.17800000000000002,0.632,0.191,0,A,B,A,A
NL,2023.75,2023 Q4,Entreprises,Importations,0.006999999999999999,0.166,0.017,0.81,A,A,A,A
NL,2023.75,2023 Q4,Entreprises,Exportations,0.01,0.11,0.013000000000000001,0.868,A,A,A,A
NL,2023.75,2023 Q4,Entreprises,Résultat opérationnel,0.134,0.564,0.302,0,A,B,B,A
NL,2023.75,2023 Q4,Entreprises,Dépenses opérationnelles,0.40399999999999997,0.48200000000000004,0.114,0,B,B,A,A
NL,2023.75,2023 Q4,Entreprises,Rentabilité,0.075,0.583,0.342,0,A,B,B,A
NL,2023.75,2023 Q4,Entreprises,Réserves de trésorerie,0.061,0.563,0.26899999999999996,0.106,A,B,A,A
NL,2023.75,2023 Q4,Entreprises,Dépenses en capital,0.17,0.617,0.109,0.105,A,B,A,A
NL,2023.75,2023 Q4,Entreprises,Dépenses liées à la formation,0.092,0.514,0.069,0.326,A,B,A,B
NL,2023.75,2023 Q4,Entreprises,Budget de marketing,0.11,0.573,0.071,0.24600000000000002,A,B,A,A
NL,2023.75,2023 Q4,Entreprises,Dépenses liées à la recherche et au développement,0.013999999999999999,0.281,0.063,0.643,A,A,A,B
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Nombre d'employés,0.064,0.883,0.053,0,A,B,B,A
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Postes vacants,0.023,0.599,0.022000000000000002,0.35600000000000004,A,D,A,D
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Ventes,0.061,0.531,0.055,0.353,A,D,A,C
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Prix de vente,0.06,0.631,0.002,0.306,A,C,A,C
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Demande,0.375,0.5660000000000001,0.059000000000000004,0,D,D,A,A
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Importations,0,0.055,0.005,0.9390000000000001,A,A,A,A
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Exportations,0,0.019,0.008,0.973,A,A,A,A
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Résultat opérationnel,0.057,0.8320000000000001,0.11,0,A,B,B,A
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.303,0.659,0.037000000000000005,0,C,C,A,A
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Rentabilité,0.025,0.45399999999999996,0.225,0.29600000000000004,A,C,C,C
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.017,0.602,0.18899999999999997,0.192,A,D,C,C
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Dépenses en capital,0.08199999999999999,0.525,0.062,0.331,B,D,A,D
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.18100000000000002,0.462,0.012,0.345,C,C,A,C
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Budget de marketing,0.062,0.535,0.062,0.342,A,C,B,C
NL,2023.75,2023 Q4,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.039,0.253,0.011000000000000001,0.6970000000000001,A,C,A,C
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Nombre d'employés,0.069,0.858,0.073,0,B,C,B,A
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Postes vacants,0.012,NA,0.03,NA,A,NA,A,NA
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Ventes,0,NA,0.021,NA,A,NA,A,NA
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Prix de vente,0,NA,0,NA,A,NA,A,NA
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Demande,0.079,0.912,0.009000000000000001,0,C,C,A,A
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Importations,0,0.081,0,0.919,A,B,A,B
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Exportations,0,0.042,0.03,0.9279999999999999,A,B,A,B
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Résultat opérationnel,NA,NA,0.10099999999999999,0,NA,NA,D,A
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Dépenses opérationnelles,NA,NA,0.03,0,NA,NA,B,A
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Rentabilité,0.031,NA,0.037000000000000005,NA,B,NA,B,NA
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.038,0.9079999999999999,0.012,0.043,A,B,A,B
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Dépenses en capital,0.13,NA,0,NA,E,NA,A,NA
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.115,NA,0,NA,D,NA,A,NA
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Budget de marketing,0.005,NA,0,NA,A,NA,A,NA
NL,2023.75,2023 Q4,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0,0.292,0,0.708,A,E,A,E
PE,2023.75,2023 Q4,Institutions gouvernementales,Nombre d'employés,0.405,0.595,0,0,E,E,A,A
PE,2023.75,2023 Q4,Institutions gouvernementales,Postes vacants,0,0.626,0.316,0.057999999999999996,A,E,E,B
PE,2023.75,2023 Q4,Institutions gouvernementales,Ventes,0,0.332,0.16,0.508,A,E,E,E
PE,2023.75,2023 Q4,Institutions gouvernementales,Prix de vente,0.022000000000000002,0.506,0,0.473,A,E,A,E
PE,2023.75,2023 Q4,Institutions gouvernementales,Demande,0.284,0.716,0,0,E,E,A,A
PE,2023.75,2023 Q4,Institutions gouvernementales,Importations,0,0,0,1,A,A,A,A
PE,2023.75,2023 Q4,Institutions gouvernementales,Exportations,0,0,0,1,A,A,A,A
PE,2023.75,2023 Q4,Institutions gouvernementales,Résultat opérationnel,0.055,0.763,0.182,0,B,E,E,A
PE,2023.75,2023 Q4,Institutions gouvernementales,Dépenses opérationnelles,0.284,0.716,0,0,E,E,A,A
PE,2023.75,2023 Q4,Institutions gouvernementales,Rentabilité,0,0.40299999999999997,0.182,0.414,A,E,E,E
PE,2023.75,2023 Q4,Institutions gouvernementales,Réserves de trésorerie,0,0.40299999999999997,0.182,0.414,A,E,E,E
PE,2023.75,2023 Q4,Institutions gouvernementales,Dépenses en capital,0.077,0.498,0.16,0.265,B,E,E,E
PE,2023.75,2023 Q4,Institutions gouvernementales,Dépenses liées à la formation,0.414,0.39,0.16,0.036000000000000004,E,E,E,A
PE,2023.75,2023 Q4,Institutions gouvernementales,Budget de marketing,0.043,0.26,0.16,0.536,B,D,E,E
PE,2023.75,2023 Q4,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.055999999999999994,0.098,0.16,0.6859999999999999,C,C,E,E
PE,2023.75,2023 Q4,Entreprises,Nombre d'employés,0.08199999999999999,0.7609999999999999,0.157,0,A,A,A,A
PE,2023.75,2023 Q4,Entreprises,Postes vacants,0.043,0.584,0.079,0.295,A,B,A,B
PE,2023.75,2023 Q4,Entreprises,Ventes,0.133,0.6779999999999999,0.188,0,A,B,A,A
PE,2023.75,2023 Q4,Entreprises,Prix de vente,0.195,0.713,0.092,0,A,A,A,A
PE,2023.75,2023 Q4,Entreprises,Demande,0.162,0.659,0.179,0,A,B,A,A
PE,2023.75,2023 Q4,Entreprises,Importations,0.006999999999999999,0.214,0.04,0.74,A,A,A,A
PE,2023.75,2023 Q4,Entreprises,Exportations,0.012,0.162,0.011000000000000001,0.815,A,A,A,A
PE,2023.75,2023 Q4,Entreprises,Résultat opérationnel,0.166,0.596,0.23800000000000002,0,A,B,B,A
PE,2023.75,2023 Q4,Entreprises,Dépenses opérationnelles,0.37,0.521,0.109,0,B,B,A,A
