seriesDate,geoAbb,busChar,item2,valIncrease,valSame,valDecrease,valNA,statusIncrease,statusSame,statusDecrease,statusNA
2023.75,NT,Organismes communautaires à but non lucratif,Exportations,0,0.139,0,0.861,A,C,A,C
2023.75,NT,Organismes communautaires à but non lucratif,Résultat opérationnel,0.078,0.89,0.032,0,B,B,A,A
2023.75,NT,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.24,0.76,0,0,C,C,A,A
2023.75,NT,Organismes communautaires à but non lucratif,Rentabilité,0,0.317,0.11900000000000001,0.563,A,D,B,D
2023.75,NT,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.016,0.597,0.174,0.213,A,E,C,E
2023.75,NT,Organismes communautaires à but non lucratif,Dépenses en capital,0.115,0.513,0.034,0.33799999999999997,C,D,A,E
2023.75,NT,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.11599999999999999,0.5770000000000001,0.038,0.268,B,E,A,E
2023.75,NT,Organismes communautaires à but non lucratif,Budget de marketing,0.04,0.49,0.031,0.439,A,D,A,E
2023.75,NT,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.021,0.326,0,0.653,A,D,A,D
2023.75,NT,Institutions commerciales à but non lucratif,Nombre d'employés,0.17600000000000002,0.802,0.022000000000000002,0,E,E,A,A
2023.75,NT,Institutions commerciales à but non lucratif,Postes vacants,0.035,0.742,0.198,0.025,B,E,E,A
2023.75,NT,Institutions commerciales à but non lucratif,Ventes,0,NA,0,NA,A,NA,A,NA
2023.75,NT,Institutions commerciales à but non lucratif,Prix de vente,0,0.8059999999999999,0,0.19399999999999998,A,E,A,E
2023.75,NT,Institutions commerciales à but non lucratif,Demande,0.09,0.91,0,0,C,C,A,A
2023.75,NT,Institutions commerciales à but non lucratif,Importations,0,0.251,0,0.7490000000000001,A,E,A,E
2023.75,NT,Institutions commerciales à but non lucratif,Exportations,0,0.075,0.198,0.727,A,C,E,E
2023.75,NT,Institutions commerciales à but non lucratif,Résultat opérationnel,0.032,0.884,0.084,0,A,C,B,A
2023.75,NT,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.23800000000000002,0.74,0.022000000000000002,0,E,E,A,A
2023.75,NT,Institutions commerciales à but non lucratif,Rentabilité,0,NA,0.057,NA,A,NA,B,NA
2023.75,NT,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.27699999999999997,NA,0.027000000000000003,0.10300000000000001,E,NA,A,C
2023.75,NT,Institutions commerciales à but non lucratif,Dépenses en capital,0.035,0.843,0.027000000000000003,0.096,B,D,A,C
2023.75,NT,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.212,0.715,0.027000000000000003,0.046,E,E,A,A
2023.75,NT,Institutions commerciales à but non lucratif,Budget de marketing,0.035,0.8170000000000001,0.027000000000000003,0.121,B,D,A,C
2023.75,NT,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0.10400000000000001,NA,0.048,NA,C,NA,B,NA
2023.75,NU,Institutions gouvernementales,Nombre d'employés,0.051,0.9490000000000001,0,0,A,A,A,A
2023.75,NU,Institutions gouvernementales,Postes vacants,0,0.9490000000000001,0.051,0,A,A,A,A
2023.75,NU,Institutions gouvernementales,Ventes,0,0.8220000000000001,0,0.17800000000000002,A,E,A,E
2023.75,NU,Institutions gouvernementales,Prix de vente,0,0.8220000000000001,0,0.17800000000000002,A,E,A,E
2023.75,NU,Institutions gouvernementales,Demande,0,NA,NA,0,A,NA,NA,A
2023.75,NU,Institutions gouvernementales,Importations,0,0.187,0,0.813,A,D,A,D
2023.75,NU,Institutions gouvernementales,Exportations,0,0.10099999999999999,0,0.899,A,C,A,C
2023.75,NU,Institutions gouvernementales,Résultat opérationnel,NA,NA,0,0,NA,NA,A,A
2023.75,NU,Institutions gouvernementales,Dépenses opérationnelles,0,1,0,0,A,A,A,A
2023.75,NU,Institutions gouvernementales,Rentabilité,0,0.736,0,0.264,A,E,A,E
2023.75,NU,Institutions gouvernementales,Réserves de trésorerie,0,0.873,0,0.127,A,E,A,E
2023.75,NU,Institutions gouvernementales,Dépenses en capital,0,NA,NA,0.127,A,NA,NA,E
2023.75,NU,Institutions gouvernementales,Dépenses liées à la formation,0,NA,NA,0.127,A,NA,NA,E
2023.75,NU,Institutions gouvernementales,Budget de marketing,0,0.27899999999999997,NA,NA,A,E,NA,NA
2023.75,NU,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0,0.152,0,0.848,A,C,A,C
2023.75,NU,Entreprises,Nombre d'employés,0.153,0.773,0.07400000000000001,0,B,B,B,A
2023.75,NU,Entreprises,Postes vacants,0.07200000000000001,0.754,0.047,0.127,B,B,A,B
2023.75,NU,Entreprises,Ventes,0.155,0.8,0.044000000000000004,0,B,B,A,A
2023.75,NU,Entreprises,Prix de vente,0.292,0.705,0.003,0,B,B,A,A
2023.75,NU,Entreprises,Demande,0.177,0.769,0.054000000000000006,0,B,B,A,A
2023.75,NU,Entreprises,Importations,0,0.242,0,0.758,A,B,A,B
2023.75,NU,Entreprises,Exportations,0,0.166,0,0.8340000000000001,A,B,A,B
2023.75,NU,Entreprises,Résultat opérationnel,0.091,0.7859999999999999,0.124,0,B,B,B,A
2023.75,NU,Entreprises,Dépenses opérationnelles,0.28800000000000003,0.662,0.05,0,B,B,A,A
2023.75,NU,Entreprises,Rentabilité,0.106,0.7,0.193,0,B,B,B,A
2023.75,NU,Entreprises,Réserves de trésorerie,0.131,0.669,0.141,0.059000000000000004,B,B,B,A
2023.75,NU,Entreprises,Dépenses en capital,0.128,0.643,0.063,0.165,B,C,A,B
2023.75,NU,Entreprises,Dépenses liées à la formation,0.158,0.57,0.033,0.23800000000000002,B,C,A,C
2023.75,NU,Entreprises,Budget de marketing,0,0.725,0.040999999999999995,0.235,A,B,A,B
2023.75,NU,Entreprises,Dépenses liées à la recherche et au développement,0.052000000000000005,0.309,0.013999999999999999,0.625,B,B,A,C
2023.75,NU,Organismes communautaires à but non lucratif,Nombre d'employés,0.41100000000000003,0.589,0,0,E,E,A,A
2023.75,NU,Organismes communautaires à but non lucratif,Postes vacants,0.08,0.47,0.212,0.23800000000000002,B,E,D,C
2023.75,NU,Organismes communautaires à but non lucratif,Ventes,0.094,0.39399999999999996,0,0.512,D,E,A,E
2023.75,NU,Organismes communautaires à but non lucratif,Prix de vente,0.12,0.45299999999999996,0,0.42700000000000005,D,E,A,E
2023.75,NU,Organismes communautaires à but non lucratif,Demande,0.499,0.501,0,0,E,E,A,A
2023.75,NU,Organismes communautaires à but non lucratif,Importations,0,0.024,0,0.976,A,A,A,A
2023.75,NU,Organismes communautaires à but non lucratif,Exportations,0,0.06,0,0.94,A,B,A,B
2023.75,NU,Organismes communautaires à but non lucratif,Résultat opérationnel,0.34700000000000003,0.653,0,0,E,E,A,A
2023.75,NU,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.405,0.595,0,0,E,E,A,A
2023.75,NU,Organismes communautaires à but non lucratif,Rentabilité,0.11,0.306,0.163,0.42,D,D,E,E
2023.75,NU,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.094,0.499,0.10300000000000001,0.304,D,E,B,E
2023.75,NU,Organismes communautaires à but non lucratif,Dépenses en capital,0.019,0.494,0.021,0.466,A,E,A,E
2023.75,NU,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.39299999999999996,0.42100000000000004,0.021,0.165,E,E,A,D
2023.75,NU,Organismes communautaires à but non lucratif,Budget de marketing,0.094,0.502,0.026000000000000002,0.37799999999999995,D,E,A,D
2023.75,NU,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0,0.07400000000000001,0,0.9259999999999999,A,B,A,B
2023.75,NU,Institutions commerciales à but non lucratif,Nombre d'employés,0.205,0.456,NA,0,D,E,NA,A
2023.75,NU,Institutions commerciales à but non lucratif,Postes vacants,0.16,0.5539999999999999,0.205,0.081,E,E,D,C
2023.75,NU,Institutions commerciales à but non lucratif,Ventes,0,0.439,0,0.561,A,E,A,E
2023.75,NU,Institutions commerciales à but non lucratif,Prix de vente,0,0.27899999999999997,0,0.721,A,E,A,E
2023.75,NU,Institutions commerciales à but non lucratif,Demande,0.16,0.759,0.081,0,E,E,C,A
2023.75,NU,Institutions commerciales à but non lucratif,Importations,0,0.27899999999999997,0,0.721,A,E,A,E
2023.75,NU,Institutions commerciales à but non lucratif,Exportations,0,0.07400000000000001,0.205,0.721,A,C,D,E
2023.75,NU,Institutions commerciales à but non lucratif,Résultat opérationnel,0,0.838,0.162,0,A,D,D,A
2023.75,NU,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.433,0.5670000000000001,0,0,E,E,A,A
2023.75,NU,Institutions commerciales à but non lucratif,Rentabilité,0,0.772,0,0.228,A,E,A,E
2023.75,NU,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.205,0.5529999999999999,0.242,0,D,E,E,A
2023.75,NU,Institutions commerciales à but non lucratif,Dépenses en capital,0.07400000000000001,0.764,0.08199999999999999,0.081,C,E,C,C
2023.75,NU,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.27899999999999997,0.5579999999999999,0.08199999999999999,0.081,E,E,C,C
2023.75,NU,Institutions commerciales à but non lucratif,Budget de marketing,0,0.838,0.08199999999999999,0.081,A,D,C,C
2023.75,NU,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0.16,0.45799999999999996,0.08199999999999999,0.301,E,E,C,E
