Group,Attribute,Year,QuestionNo,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Province,Region,Marker
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.108608515,18.37691809,0.069394682,0.147822348,95,Percentage of donations,Percentage of total donations,,BC,*
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.046818675,24.39175998,0.024381664,0.069255686,62,Percentage of donations,Percentage of total donations,,BC,*
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.138657046,18.55718954,0.088102887,0.189211205,67,Percentage of donations,Percentage of total donations,,BC,*
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.167202254,16.77334762,0.112100602,0.222303906,158,Percentage of donations,Percentage of total donations,,BC,*
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.069398867,21.40460076,0.040213695,0.098584039,88,Percentage of donations,Percentage of total donations,,BC,*
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.040245597,26.69267059,0.019139246,0.061351947,83,Percentage of donations,Percentage of total donations,,BC,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.053781204,24.07105344,0.028346402,0.079216007,61,Percentage of donations,Percentage of total donations,,BC,*
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.101284261,18.52918413,0.064411895,0.138156627,81,Percentage of donations,Percentage of total donations,,BC,*
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.055092115,24.40207579,0.02867904,0.08150519,70,Percentage of donations,Percentage of total donations,,BC,*
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.032637398,23.84294233,0.017348432,0.047926364,41,Percentage of donations,Percentage of total donations,,BC,*
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.073552163,22.04604671,0.0416934,0.105410927,68,Percentage of donations,Percentage of total donations,,BC,*
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.05057772,18.30486159,0.032387898,0.068767541,109,Percentage of donations,Percentage of total donations,,BC,*
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.049138665,22.19753901,0.027708233,0.070569097,77,Percentage of donations,Percentage of total donations,,BC,*
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.03621392,22.72754884,0.020043143,0.052384696,277,Percentage of donations,Percentage of total donations,,CA,*
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.049824753,20.46924379,0.029786969,0.069862538,250,Percentage of donations,Percentage of total donations,,CA,*
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.067000548,17.38855817,0.044110607,0.089890488,140,Percentage of donations,Percentage of total donations,,ON,*
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.133872855,24.9943177,0.068131817,0.199613892,217,Percentage of donations,Percentage of total donations,,ON,*
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.026913607,24.7335897,0.013834991,0.039992224,71,Percentage of donations,Percentage of total donations,,ON,*
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.144637077,21.73552798,0.082870637,0.206403518,204,Percentage of donations,Percentage of total donations,,ON,*
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.145048629,21.67741125,0.08327206,0.206825198,206,Percentage of donations,Percentage of total donations,,ON,*
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.166671953,19.4985497,0.102820972,0.230522934,213,Percentage of donations,Percentage of total donations,,ON,*
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.130241205,16.50268906,0.088012685,0.172469725,203,Percentage of donations,Percentage of total donations,,ON,*
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.06232846,33.19846467,0.021674099,0.102982821,56,Percentage of donations,Percentage of total donations,,ON,*
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.10292397,16.96446479,0.068618811,0.137229128,188,Percentage of donations,Percentage of total donations,,ON,*
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.037767587,20.87668615,0.022276441,0.053258733,94,Percentage of donations,Percentage of total donations,,ON,*
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.027128084,29.17060394,0.011580343,0.042675824,67,Percentage of donations,Percentage of total donations,,ON,*
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.135983642,26.19282601,0.066003991,0.205963292,139,Percentage of donations,Percentage of total donations,,ON,*
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.06242476,21.56449229,0.035976393,0.088873127,72,Percentage of donations,Percentage of total donations,,PR,*
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.10698698,19.31795047,0.066380559,0.147593402,147,Percentage of donations,Percentage of total donations,,PR,*
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.035257597,26.04579716,0.017215247,0.053299947,45,Percentage of donations,Percentage of total donations,,PR,*
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.11587269,19.22570236,0.072103748,0.159641632,121,Percentage of donations,Percentage of total donations,,PR,*
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.043170652,28.09353245,0.019342097,0.066999206,47,Percentage of donations,Percentage of total donations,,PR,*
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.124239872,16.89626963,0.082996462,0.165483282,151,Percentage of donations,Percentage of total donations,,PR,*
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.155791244,17.55570958,0.102055387,0.2095271,154,Percentage of donations,Percentage of total donations,,PR,*
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.099155063,16.67973276,0.066660798,0.131649329,172,Percentage of donations,Percentage of total donations,,PR,*
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.168994115,19.7031386,0.103574236,0.234413994,224,Percentage of donations,Percentage of total donations,,PR,*
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.098838337,20.69071105,0.058658924,0.139017749,141,Percentage of donations,Percentage of total donations,,PR,*
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.142658558,19.1977583,0.088850033,0.196467083,174,Percentage of donations,Percentage of total donations,,PR,*
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.11878255,17.00796925,0.079090105,0.158474994,162,Percentage of donations,Percentage of total donations,,PR,*
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.04617404,23.32879228,0.025010278,0.067337802,82,Percentage of donations,Percentage of total donations,,PR,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.139749775,17.22744029,0.092448308,0.187051242,142,Percentage of donations,Percentage of total donations,,PR,*
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.11712366,18.55124041,0.074434232,0.159813087,136,Percentage of donations,Percentage of total donations,,PR,*
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.038245578,23.19849511,0.020813716,0.055677441,69,Percentage of donations,Percentage of total donations,,PR,*
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.051461119,24.2122187,0.026980829,0.075941409,72,Percentage of donations,Percentage of total donations,,PR,*
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.127792356,18.25275537,0.081963813,0.173620899,115,Percentage of donations,Percentage of total donations,,PR,*
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.052008325,19.45270009,0.032131112,0.071885538,121,Percentage of donations,Percentage of total donations,,PR,*
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.04880473,18.48951914,0.031075484,0.066533977,98,Percentage of donations,Percentage of total donations,,PR,*
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.071173595,21.24805484,0.041460983,0.100886206,97,Percentage of donations,Percentage of total donations,,QC,*
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.117323373,24.08863905,0.061796969,0.172849776,119,Percentage of donations,Percentage of total donations,,QC,*
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.187017347,17.29074645,0.123484492,0.250550203,192,Percentage of donations,Percentage of total donations,,QC,*
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.11015896,16.60698708,0.074216035,0.146101884,178,Percentage of donations,Percentage of total donations,,QC,*
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.210965337,17.45218203,0.138627823,0.283302851,222,Percentage of donations,Percentage of total donations,,QC,*
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.069607175,18.48093261,0.044332788,0.094881563,165,Percentage of donations,Percentage of total donations,,QC,*
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.068301744,20.02078796,0.041434959,0.095168528,76,Percentage of donations,Percentage of total donations,,QC,*
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.051539455,24.60701976,0.026622121,0.07645679,77,Percentage of donations,Percentage of total donations,,QC,*
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.058407058,28.93737759,0.025200241,0.091613874,43,Percentage of donations,Percentage of total donations,,QC,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.126326441,18.67268663,0.079981342,0.17267154,115,Percentage of donations,Percentage of total donations,,QC,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.191411718,17.13386257,0.126976019,0.255847416,150,Percentage of donations,Percentage of total donations,,QC,*
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.076891881,17.17296701,0.050948381,0.102835381,143,Percentage of donations,Percentage of total donations,,QC,*
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.069374891,24.25568128,0.036313697,0.102436084,82,Percentage of donations,Percentage of total donations,,QC,*
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.094738282,21.43215728,0.054845517,0.134631046,93,Percentage of donations,Percentage of total donations,,QC,*
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.03328001,32.567224,0.011985535,0.054574484,31,Percentage of donations,Percentage of total donations,,QC,*
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.100060057,18.67205397,0.063352492,0.136767622,109,Percentage of donations,Percentage of total donations,,QC,*
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.08071199,17.42841651,0.053074492,0.108349488,152,Percentage of donations,Percentage of total donations,,QC,*
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.046728475,25.67674488,0.023154962,0.070301989,65,Percentage of donations,Percentage of total donations,,QC,*
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.329697678,16.44822108,0.223151576,0.43624378,178,Percentage of donations,Percentage of total donations,,AB,
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.165149671,15.92514878,0.113476638,0.216822704,126,Percentage of donations,Percentage of total donations,,AB,
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.402577895,14.671155,0.286535423,0.518620367,133,Percentage of donations,Percentage of total donations,,AB,
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.249847686,15.58129134,0.173361761,0.326333611,136,Percentage of donations,Percentage of total donations,,AB,
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.359613314,16.18893382,0.24523156,0.473995069,164,Percentage of donations,Percentage of total donations,,AB,
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.304995941,14.76372106,0.216526633,0.39346525,167,Percentage of donations,Percentage of total donations,,AB,
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.644663031,7.743675966,0.546582529,0.742743533,368,Percentage of donations,Percentage of total donations,,AB,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.434597748,11.00509368,0.340628888,0.528566608,316,Percentage of donations,Percentage of total donations,,AB,
Genre,Hommes,2013,sex_1 / vd1dhrs,0.565402252,8.459090541,0.471433394,0.65937111,238,Percentage of donations,Percentage of total donations,,AB,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.756790081,4.680448653,0.687197065,0.826383097,354,Percentage of donations,Percentage of total donations,,AB,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.833634986,4.247592863,0.764065057,0.903204914,428,Percentage of donations,Percentage of total donations,,AB,
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.300179373,15.42364413,0.209215157,0.39114359,133,Percentage of donations,Percentage of total donations,,AB,
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.062169734,15.69063139,0.043004145,0.081335323,145,Percentage of donations,Percentage of total donations,,AT,
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.09068296,11.43304521,0.070312992,0.111052928,251,Percentage of donations,Percentage of total donations,,AT,
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.096001296,14.40241721,0.068835951,0.123166641,197,Percentage of donations,Percentage of total donations,,AT,
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.145640427,12.87418177,0.108801724,0.182479129,285,Percentage of donations,Percentage of total donations,,AT,
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.230570673,9.179199328,0.188988076,0.27215327,548,Percentage of donations,Percentage of total donations,,AT,
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.130803142,15.89487799,0.089954454,0.171651831,311,Percentage of donations,Percentage of total donations,,AT,
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.079019007,15.94531107,0.054263758,0.103774256,209,Percentage of donations,Percentage of total donations,,AT,
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.128698386,10.82626934,0.101323352,0.15607342,312,Percentage of donations,Percentage of total donations,,AT,
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.172771887,11.21225453,0.134711888,0.210831885,423,Percentage of donations,Percentage of total donations,,AT,
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.19495138,11.72352611,0.150047144,0.239855615,379,Percentage of donations,Percentage of total donations,,AT,
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.208587857,13.24262471,0.154317105,0.262858608,431,Percentage of donations,Percentage of total donations,,AT,
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.098711802,15.70198423,0.068259063,0.12916454,244,Percentage of donations,Percentage of total donations,,AT,
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.149265214,15.89417346,0.102653046,0.195877381,298,Percentage of donations,Percentage of total donations,,AT,
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.144839116,11.3302561,0.112596644,0.177081589,350,Percentage of donations,Percentage of total donations,,AT,
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.129263402,14.67816016,0.09198563,0.166541173,258,Percentage of donations,Percentage of total donations,,AT,
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.37734309,8.389055887,0.315148554,0.439537625,590,Percentage of donations,Percentage of total donations,,AT,
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.252419157,15.1052599,0.177506835,0.327331478,376,Percentage of donations,Percentage of total donations,,AT,
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.228016221,12.23615531,0.173199448,0.282832994,429,Percentage of donations,Percentage of total donations,,AT,
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.301223908,9.846541974,0.242949762,0.359498054,642,Percentage of donations,Percentage of total donations,,AT,
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.301232126,9.663910033,0.244037279,0.358426974,596,Percentage of donations,Percentage of total donations,,AT,
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.584555751,5.747256717,0.51854886,0.650562641,1095,Percentage of donations,Percentage of total donations,,AT,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.483999988,6.920534833,0.418190615,0.549809361,1198,Percentage of donations,Percentage of total donations,,AT,
Genre,Hommes,2013,sex_1 / vd1dhrs,0.516000012,6.491354332,0.450190636,0.581809387,796,Percentage of donations,Percentage of total donations,,AT,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.645782274,5.739576305,0.572959252,0.718605295,1239,Percentage of donations,Percentage of total donations,,AT,
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.410337217,8.653597682,0.340571775,0.48010266,539,Percentage of donations,Percentage of total donations,,AT,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.933608306,2.031691409,0.896341241,0.970875372,1752,Percentage of donations,Percentage of total donations,,AT,
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.372616207,8.786647194,0.30829004,0.436942373,707,Percentage of donations,Percentage of total donations,,AT,
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.303705647,13.40846743,0.223697401,0.383713893,539,Percentage of donations,Percentage of total donations,,AT,
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.032687501,16.21515132,0.022273791,0.04310121,184,Percentage of donations,Percentage of total donations,,AT,
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.211145493,14.82218327,0.149656591,0.272634394,189,Percentage of donations,Percentage of total donations,,BC,
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.234982124,9.59343333,0.190691518,0.279272731,269,Percentage of donations,Percentage of total donations,,BC,
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.132053293,14.86318435,0.093490912,0.170615674,150,Percentage of donations,Percentage of total donations,,BC,
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.129304732,16.29522812,0.087906899,0.170702565,118,Percentage of donations,Percentage of total donations,,BC,
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.146999136,11.64606285,0.113363732,0.180634541,184,Percentage of donations,Percentage of total donations,,BC,
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.157537134,11.97040533,0.120486594,0.194587674,198,Percentage of donations,Percentage of total donations,,BC,
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.162288499,13.87817018,0.11803754,0.206539459,191,Percentage of donations,Percentage of total donations,,BC,
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.19422804,12.9036606,0.144986957,0.243469124,226,Percentage of donations,Percentage of total donations,,BC,
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.06657985,16.49008219,0.045008944,0.088150755,109,Percentage of donations,Percentage of total donations,,BC,
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.122603463,13.76001882,0.089457968,0.155748958,149,Percentage of donations,Percentage of total donations,,BC,
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.159123679,12.18078218,0.121042294,0.197205063,164,Percentage of donations,Percentage of total donations,,BC,
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.131841639,14.75970941,0.0936091,0.170074179,139,Percentage of donations,Percentage of total donations,,BC,
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.282492253,11.41812639,0.219119273,0.345865233,197,Percentage of donations,Percentage of total donations,,BC,
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.267943495,11.25576252,0.208689057,0.327197933,224,Percentage of donations,Percentage of total donations,,BC,
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.245560597,12.21972862,0.186605279,0.304515915,243,Percentage of donations,Percentage of total donations,,BC,
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.265257379,11.23806008,0.206689221,0.323825537,305,Percentage of donations,Percentage of total donations,,BC,
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.415629861,8.160872498,0.34898816,0.482271562,342,Percentage of donations,Percentage of total donations,,BC,
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.551750145,5.988511646,0.4868323,0.61666799,568,Percentage of donations,Percentage of total donations,,BC,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.504767985,6.187503928,0.443404497,0.566131472,605,Percentage of donations,Percentage of total donations,,BC,
Genre,Hommes,2013,sex_1 / vd1dhrs,0.495232015,6.306647647,0.43386853,0.556595501,433,Percentage of donations,Percentage of total donations,,BC,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.63234012,4.843163028,0.572169766,0.692510474,627,Percentage of donations,Percentage of total donations,,BC,
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.429503404,7.354277289,0.367443749,0.491563058,274,Percentage of donations,Percentage of total donations,,BC,
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.240384784,14.12572568,0.173670246,0.307099322,179,Percentage of donations,Percentage of total donations,,BC,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.726977818,4.700564685,0.659838963,0.794116674,721,Percentage of donations,Percentage of total donations,,BC,
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.428434776,7.785871291,0.36289655,0.493973001,362,Percentage of donations,Percentage of total donations,,BC,
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.422296662,8.241238706,0.353919215,0.490674109,501,Percentage of donations,Percentage of total donations,,BC,
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.074363227,9.368999041,0.06067478,0.088051673,605,Percentage of donations,Percentage of total donations,,CA,
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.139103796,11.46022597,0.107782848,0.170424745,1041,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.128182283,12.44204775,0.096847795,0.159516772,791,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.04901819,12.20924907,0.03725977,0.06077661,430,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.235104091,5.990540723,0.20743283,0.262775352,1494,Percentage of donations,Percentage of total donations,,CA,
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.156142531,8.672790444,0.129536334,0.182748729,648,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.258105239,6.757976088,0.223835072,0.292375405,1945,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.108495571,7.411493735,0.092696902,0.124294239,1060,Percentage of donations,Percentage of total donations,,CA,
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.131515809,12.0557412,0.10036462,0.162666997,944,Percentage of donations,Percentage of total donations,,CA,
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.139678345,6.322712592,0.122326916,0.157029775,1392,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.156083359,5.703503244,0.138592907,0.173573811,1557,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.13561419,7.38934414,0.115925638,0.155302741,1204,Percentage of donations,Percentage of total donations,,CA,
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.184756385,7.055322447,0.159145825,0.210366944,1431,Percentage of donations,Percentage of total donations,,CA,
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.194714571,7.305226418,0.166767591,0.22266155,1553,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.082375479,8.143552894,0.069195503,0.095555455,943,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.148593688,11.80560577,0.114127649,0.183059728,1087,Percentage of donations,Percentage of total donations,,CA,
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.134459624,6.623026808,0.116963126,0.151956123,1149,Percentage of donations,Percentage of total donations,,CA,
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.058732735,8.482540109,0.048944399,0.068521071,602,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.052845284,9.604211079,0.04287355,0.062817017,576,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.127065761,8.739486875,0.105247646,0.148883875,995,Percentage of donations,Percentage of total donations,,CA,
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.100289437,7.571398394,0.085370632,0.115208242,851,Percentage of donations,Percentage of total donations,,CA,
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.321679669,5.508104852,0.286867703,0.356491636,1803,Percentage of donations,Percentage of total donations,,CA,
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.100583476,9.536797104,0.081736923,0.119430028,831,Percentage of donations,Percentage of total donations,,CA,
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.262986951,6.032769514,0.23181574,0.294158162,1693,Percentage of donations,Percentage of total donations,,CA,
